split_seed,query_id,query_type,rank,memory_id,memory_type,memory_text,learned_score,is_relevant
23,q00036,2,7,llm_00178,event,Melanie went camping with her family yesterday and the kids loved it.,0.23313149407162428,False
23,q00036,2,8,llm_00179,preference,Melanie loves camping trips with her family because nature brings peace and serenity.,0.2181513703891197,False
23,q00036,2,9,llm_00180,hobby,"Melanie enjoys bonding with her family over stories, campfires, and nature during camping trips.",0.2100182065135906,False
23,q00036,2,10,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.19105017988437248,False
23,q00037,2,1,llm_00081,plan,Caroline joined a mentorship program for LGBTQ youth last weekend.,0.9942380156500926,True
23,q00037,2,2,llm_00082,relationship,Caroline mentors a transgender teen in the LGBTQ youth mentorship program.,0.6887999636417532,False
23,q00037,2,3,llm_00152,work,Caroline volunteers for the LGBTQ+ community.,0.3799456571167538,False
23,q00037,2,4,llm_00116,event,Caroline attended an adoption advice/assistance group.,0.15343657482011483,False
23,q00037,2,5,llm_00040,goal,Caroline is considering counseling and mental health as a career path to help others.,0.1258205467201906,False
23,q00037,2,6,llm_00132,relationship,Caroline found a supportive community in the transgender community.,0.10440575917797729,False
23,q00037,2,7,llm_00058,goal,Caroline is exploring counseling and mental health career options.,0.10299078226631304,False
23,q00037,2,8,llm_00036,event,Caroline attended an LGBTQ+ counseling workshop last Friday.,0.10120819100767253,False
23,q00037,2,9,llm_00062,emotion,Caroline learned self-acceptance and the importance of finding support from 'Becoming Nicole'.,0.10030379171211164,False
23,q00037,2,10,llm_00059,health,"Caroline struggled with mental health and received helpful support, motivating her to help others.",0.09637172300442311,False
23,q00039,1,1,llm_00080,event,Melanie went camping with her family two weekends ago.,0.6675027798874964,True
23,q00039,1,2,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.5762287529936518,False
23,q00039,1,3,llm_00007,work,Melanie is managing kids and work.,0.38041177379006064,False
23,q00039,1,4,llm_00077,family,Melanie's family supported her during her move.,0.37464220384627583,False
23,q00039,1,5,llm_00032,event,Melanie went camping with her family in the mountains last week.,0.3605644358262858,False
23,q00039,1,6,llm_00178,event,Melanie went camping with her family yesterday and the kids loved it.,0.31838047978696793,False
23,q00039,1,7,llm_00180,hobby,"Melanie enjoys bonding with her family over stories, campfires, and nature during camping trips.",0.30820514706402347,False
23,q00039,1,8,llm_00026,family,Melanie's family motivates her and gives her love.,0.3064143151920538,False
23,q00039,1,9,llm_00024,family,Melanie is married and has kids.,0.3063532759640612,True
23,q00039,1,10,llm_00094,family,Melanie's family has a tradition of going on a camping trip every summer.,0.28575541754616274,False
23,q00041,1,1,llm_00092,event,Melanie went to the beach with her kids recently.,0.7577115386924703,True
23,q00041,1,2,llm_00093,preference,Melanie goes to the beach with her kids only once or twice a year.,0.6032936954207951,False
23,q00041,1,3,llm_00151,family,Melanie has kids.,0.2805874476374691,False
23,q00041,1,4,llm_00024,family,Melanie is married and has kids.,0.26201793652371147,False
23,q00041,1,5,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.1769320655101962,False
23,q00041,1,6,llm_00080,event,Melanie went camping with her family two weekends ago.,0.17079618164189775,False
23,q00041,1,7,llm_00190,event,Melanie bought figurines yesterday (21 October 2023) that remind her of family love.,0.17040423874707927,False
23,q00041,1,8,llm_00048,identity,Melanie loves being a mom.,0.16046663088572086,False
23,q00041,1,9,llm_00098,event,Melanie celebrated her daughter's birthday with a concert by Matt Patterson on the evening before 14 August 2023.,0.1416213445846256,False
23,q00041,1,10,llm_00025,relationship,Melanie has been married for 5 years.,0.12301850769768094,False
23,q00044,1,1,llm_00153,hobby,Caroline has been creating art since she was 17.,0.957341031613321,False
23,q00044,1,2,llm_00029,identity,Caroline is from Sweden.,0.5580588892948565,False
23,q00044,1,3,llm_00156,emotion,Caroline used art to explore her gender identity and during her transition.,0.4453245531280033,False
23,q00044,1,4,llm_00123,hobby,Caroline loves creating art and recently made a self-portrait.,0.41264528156335994,False
23,q00044,1,5,llm_00168,hobby,"Caroline has been trying out abstract art recently, finding it freeing and a form of self-expression.",0.40132317562371495,False
23,q00044,1,6,llm_00157,plan,Caroline is interested in trying pottery in the future.,0.3627125144198741,False
23,q00044,1,7,llm_00046,preference,Caroline is passionate about helping people and making a positive impact.,0.3334281629415458,False
23,q00044,1,8,llm_00101,work,Caroline is an artist who uses her art to advocate for LGBTQ+ rights and inclusivity.,0.29465883029216433,True
23,q00044,1,9,llm_00135,preference,Caroline enjoys drawing flowers.,0.24264114560207892,False
23,q00044,1,10,llm_00105,emotion,"Caroline uses art to explore her transition and changing body, and to accept imperfections.",0.23590488018692135,False
23,q00045,2,1,llm_00098,event,Melanie celebrated her daughter's birthday with a concert by Matt Patterson on the evening before 14 August 2023.,0.8421073614331309,True
23,q00045,2,2,llm_00151,family,Melanie has kids.,0.3129987433468837,False
23,q00045,2,3,llm_00175,event,Melanie's family visited the Grand Canyon during their road trip and enjoyed it.,0.14181779339199585,False
23,q00045,2,4,llm_00554,event,John took a family trip last year for his daughter Sara's birthday.,0.12233044457888184,False
23,q00045,2,5,llm_00163,goal,Melanie is considering adoption herself after hearing about her friend's experience.,0.11404291180003938,False
23,q00045,2,6,llm_00026,family,Melanie's family motivates her and gives her love.,0.11012330705055594,False
23,q00045,2,7,llm_00106,preference,Melanie values creating a loving and accepting environment for her kids.,0.10210940240763573,False
23,q00045,2,8,llm_00024,family,Melanie is married and has kids.,0.08209039263661035,False
23,q00045,2,9,llm_00048,identity,Melanie loves being a mom.,0.08007517669193369,False
23,q00045,2,10,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.06699534647157089,False
23,q00051,3,1,llm_00155,identity,Caroline is a transgender woman.,0.22748753082055492,False
23,q00051,3,2,llm_00131,identity,Caroline is a transgender woman.,0.2204327294683332,False
23,q00051,3,3,llm_00185,identity,Caroline is a transgender woman.,0.18564799548634392,False
23,q00051,3,4,llm_00171,identity,Caroline is a transgender woman.,0.16833191525602956,False
23,q00051,3,5,llm_00002,identity,Caroline is transgender.,0.1468718983688099,False
23,q00051,3,6,llm_00102,identity,Caroline is a transgender woman.,0.12659035177825695,False
23,q00051,3,7,llm_00034,goal,Caroline is exploring a career in counseling and mental health.,0.10548912512977998,False
23,q00051,3,8,llm_00108,identity,Caroline is part of the LGBTQ community and values supportive people around her.,0.09849767630615838,True
23,q00051,3,9,llm_00089,identity,Caroline is passionate about LGBTQ rights and community support.,0.09695988090400105,False
23,q00051,3,10,llm_00050,preference,"Caroline's children's book library includes classics, stories from different cultures, and educational books.",0.0921960664527214,False
23,q00053,1,1,llm_00118,family,Melanie has a cat named Oliver and recently got another cat named Bailey.,0.5222567602437186,True
23,q00053,1,2,llm_00151,family,Melanie has kids.,0.3785240213547735,False
23,q00053,1,3,llm_00106,preference,Melanie values creating a loving and accepting environment for her kids.,0.3344082284413286,False
23,q00053,1,4,llm_00099,family,Melanie has kids and enjoys spending time with them.,0.3265942184442338,False
23,q00053,1,5,llm_00080,event,Melanie went camping with her family two weekends ago.,0.3090378489399824,False
23,q00053,1,6,llm_00007,work,Melanie is managing kids and work.,0.3057873759603693,False
23,q00053,1,7,llm_00092,event,Melanie went to the beach with her kids recently.,0.3035782202498452,False
23,q00053,1,8,llm_00063,family,Melanie has a dog and a cat named Luna and Oliver.,0.2777179275344108,True
23,q00053,1,9,llm_00024,family,Melanie is married and has kids.,0.25570562875069774,False
23,q00053,1,10,llm_00122,hobby,"Melanie loves painting animals, especially horses.",0.22137803457037072,False
23,q00054,2,1,llm_00115,goal,Caroline applied to adoption agencies as the first step towards becoming a mom.,0.9483028076217422,True
23,q00054,2,2,llm_00116,event,Caroline attended an adoption advice/assistance group.,0.37686080104810127,True
23,q00054,2,3,llm_00182,event,Caroline passed the adoption agency interviews last Friday (20 October 2023).,0.208410383160502,False
23,q00054,2,4,llm_00184,preference,Caroline sees adoption as a way of giving back and showing love and acceptance.,0.18608664931621147,False
23,q00054,2,5,llm_00014,goal,Caroline is researching adoption agencies with the goal of adopting children and giving them a loving home.,0.18592274029726358,False
23,q00054,2,6,llm_00015,preference,Caroline chose an adoption agency because it helps LGBTQ+ folks with adoption.,0.172317410336677,False
23,q00054,2,7,llm_00161,goal,"Caroline wants to adopt to provide a safe, loving home for kids who need it.",0.1357733056195878,False
23,q00054,2,8,llm_00183,goal,Caroline's goal is to build her own family through adoption and provide a home for kids who haven't had one.,0.1345476974050778,False
23,q00054,2,9,llm_00160,goal,Caroline is ready to become a mom and has contacted her mentor for adoption advice.,0.12950349283922072,False
23,q00054,2,10,llm_00017,emotion,Caroline feels hopeful and optimistic about the adoption process.,0.1187521958577586,False
23,q00056,1,1,llm_00191,relationship,Caroline and Melanie have a supportive friendship and are there for each other.,0.5589731222166114,False
23,q00056,1,2,llm_00069,event,Melanie and her kids painted a nature-inspired painting together last weekend.,0.42310972224243065,True
23,q00056,1,3,llm_00166,hobby,Melanie is doing okay now and has been reading a book recommended by Caroline and painting to keep busy.,0.37915817619205594,False
23,q00056,1,4,llm_00153,hobby,Caroline has been creating art since she was 17.,0.30961786074424064,False
23,q00056,1,5,llm_00121,hobby,Melanie recently painted a horse.,0.2926202123893478,False
23,q00056,1,6,llm_00154,hobby,"Melanie has been into art for seven years, focusing on painting and pottery.",0.2851350420328068,False
23,q00056,1,7,llm_00068,hobby,"Melanie and her kids enjoy painting together, especially nature-inspired paintings.",0.23894451117096682,True
23,q00056,1,8,llm_00110,preference,Melanie is obsessed with colorful patterns and uses painting to express her feelings and creativity.,0.23689345346971358,False
23,q00056,1,9,llm_00114,relationship,Caroline and Melanie are close friends who support each other.,0.23280036142676216,False
23,q00056,1,10,llm_00137,plan,Melanie is planning to paint autumn-inspired paintings.,0.22285923662879098,False
23,q00058,2,1,llm_00107,event,"Caroline recently had a negative experience on a hike when she encountered religious conservatives who upset her, making her think about the work needed for LGBTQ rights.",0.7111494658945283,False
23,q00058,2,2,llm_00126,event,"Caroline went hiking last week and got into a bad spot with some people, and she apologized to them.",0.538829249684266,True
23,q00058,2,3,llm_00131,identity,Caroline is a transgender woman.,0.09171757205463127,False
23,q00058,2,4,llm_00171,identity,Caroline is a transgender woman.,0.08239565686199748,False
23,q00058,2,5,llm_00108,identity,Caroline is part of the LGBTQ community and values supportive people around her.,0.08038575497713334,False
23,q00058,2,6,llm_00185,identity,Caroline is a transgender woman.,0.07437040226470944,False
23,q00058,2,7,llm_00046,preference,Caroline is passionate about helping people and making a positive impact.,0.07398498615700375,False
23,q00058,2,8,llm_00125,identity,Caroline is an advocate for LGBTQ rights and wants to live authentically.,0.0724848445759743,False
23,q00058,2,9,llm_00155,identity,Caroline is a transgender woman.,0.0622277929761355,False
23,q00058,2,10,llm_00029,identity,Caroline is from Sweden.,0.05564949859799812,False
23,q00067,1,1,llm_00078,event,Melanie and her family went on a camping trip in the forest.,0.7840385810089242,False
23,q00067,1,2,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.565082215128602,False
23,q00067,1,3,llm_00175,event,Melanie's family visited the Grand Canyon during their road trip and enjoyed it.,0.540904659586636,False
23,q00067,1,4,llm_00179,preference,Melanie loves camping trips with her family because nature brings peace and serenity.,0.44148883403040023,False
23,q00067,1,5,llm_00080,event,Melanie went camping with her family two weekends ago.,0.4314033710067114,False
23,q00067,1,6,llm_00180,hobby,"Melanie enjoys bonding with her family over stories, campfires, and nature during camping trips.",0.3807831893315444,False
23,q00067,1,7,llm_00151,family,Melanie has kids.,0.3787220356139635,False
23,q00067,1,8,llm_00007,work,Melanie is managing kids and work.,0.32805472097435145,False
23,q00067,1,9,llm_00178,event,Melanie went camping with her family yesterday and the kids loved it.,0.3189541108601091,False
23,q00067,1,10,llm_00026,family,Melanie's family motivates her and gives her love.,0.29490617978342687,False
23,q00068,2,1,llm_00149,event,Caroline went biking with friends last weekend and enjoyed it.,0.996756022225048,True
23,q00068,2,2,llm_00119,hobby,Caroline used to go horseback riding with her dad as a kid.,0.23713151380299463,False
23,q00068,2,3,llm_00053,event,Caroline had a picnic with friends and family last week.,0.19258675953343443,False
23,q00068,2,4,llm_00152,work,Caroline volunteers for the LGBTQ+ community.,0.08644823326261496,False
23,q00068,2,5,llm_00029,identity,Caroline is from Sweden.,0.08408603322913019,False
23,q00068,2,6,llm_00023,emotion,"Caroline went through a tough breakup, and her friends' support was especially important during that time.",0.0730897149296715,False
23,q00068,2,7,llm_00084,event,Caroline attended the LGBT pride event last month with her mentee.,0.06644872375341156,False
23,q00068,2,8,llm_00126,event,"Caroline went hiking last week and got into a bad spot with some people, and she apologized to them.",0.06557624893767729,False
23,q00068,2,9,llm_00022,relationship,"Caroline has known her close friends for 4 years, since she moved from her home country.",0.05212841838628451,False
23,q00068,2,10,llm_00155,identity,Caroline is a transgender woman.,0.043933461765801,False
23,q00076,1,1,llm_00151,family,Melanie has kids.,0.41038961394722306,False
23,q00076,1,2,llm_00177,family,"Melanie has multiple children, including a son who was in an accident and other kids who were scared but reassured.",0.35673119736312114,True
23,q00076,1,3,llm_00026,family,Melanie's family motivates her and gives her love.,0.3300785804166824,False
23,q00076,1,4,llm_00150,event,Melanie went camping with her kids a few weeks ago and had a blast.,0.31223880743126653,False
23,q00076,1,5,llm_00033,family,Melanie has two younger kids who love nature.,0.3098575597659729,False
23,q00076,1,6,llm_00063,family,Melanie has a dog and a cat named Luna and Oliver.,0.30648591173139333,False
23,q00076,1,7,llm_00048,identity,Melanie loves being a mom.,0.29824001115369264,False
23,q00076,1,8,llm_00007,work,Melanie is managing kids and work.,0.2899655534133411,False
23,q00076,1,9,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.27275587169958704,True
23,q00076,1,10,llm_00024,family,Melanie is married and has kids.,0.2590061590269435,False
23,q00077,1,1,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.7759877442019038,False
23,q00077,1,2,llm_00078,event,Melanie and her family went on a camping trip in the forest.,0.6891126135252154,False
23,q00077,1,3,llm_00175,event,Melanie's family visited the Grand Canyon during their road trip and enjoyed it.,0.6000009364538805,False
23,q00077,1,4,llm_00011,event,Melanie ran a charity race for mental health last Saturday.,0.43079837399857385,False
23,q00077,1,5,llm_00080,event,Melanie went camping with her family two weekends ago.,0.3826727326695654,False
23,q00077,1,6,llm_00032,event,Melanie went camping with her family in the mountains last week.,0.3794651092348232,False
23,q00077,1,7,llm_00150,event,Melanie went camping with her kids a few weeks ago and had a blast.,0.33507249473304923,False
23,q00077,1,8,llm_00173,event,"Melanie's son was in a car accident during a road trip over the past weekend, but he was okay.",0.32961453375376853,False
23,q00077,1,9,llm_00007,work,Melanie is managing kids and work.,0.26380002614463033,False
23,q00077,1,10,llm_00178,event,Melanie went camping with her family yesterday and the kids loved it.,0.22981049910103263,True
23,q00078,3,1,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.6072455476411158,True
23,q00078,3,2,llm_00173,event,"Melanie's son was in a car accident during a road trip over the past weekend, but he was okay.",0.4597483595716135,True
23,q00078,3,3,llm_00175,event,Melanie's family visited the Grand Canyon during their road trip and enjoyed it.,0.30928385137065384,False
23,q00078,3,4,llm_00032,event,Melanie went camping with her family in the mountains last week.,0.20267259382062722,False
23,q00078,3,5,llm_00080,event,Melanie went camping with her family two weekends ago.,0.18889032300361389,False
23,q00078,3,6,llm_00159,event,Melanie had a good time at a café last weekend.,0.18769199239723658,False
23,q00078,3,7,llm_00078,event,Melanie and her family went on a camping trip in the forest.,0.18144779894391275,False
23,q00078,3,8,llm_00024,family,Melanie is married and has kids.,0.1479727349562622,False
23,q00078,3,9,llm_00094,family,Melanie's family has a tradition of going on a camping trip every summer.,0.14377479155874337,False
23,q00078,3,10,llm_00011,event,Melanie ran a charity race for mental health last Saturday.,0.13944924947715173,False
23,q00079,1,1,llm_00064,preference,Melanie recently bought new purple running shoes.,0.8137413672770543,True
23,q00079,1,2,llm_00024,family,Melanie is married and has kids.,0.5793478230641581,False
23,q00079,1,3,llm_00190,event,Melanie bought figurines yesterday (21 October 2023) that remind her of family love.,0.5508783243184665,True
23,q00079,1,4,llm_00151,family,Melanie has kids.,0.45235069108876486,False
23,q00079,1,5,llm_00028,event,"Melanie recently had a fun family day with games, good food, and hanging out together.",0.400420140021923,False
23,q00079,1,6,llm_00018,belief,Melanie believes self-care helps her better look after her family.,0.35516216188471966,False
23,q00079,1,7,llm_00012,goal,"Melanie is prioritizing self-care and carving out me-time each day for running, reading, or playing violin.",0.3336729796936968,False
23,q00079,1,8,llm_00007,work,Melanie is managing kids and work.,0.31694020861654265,False
23,q00079,1,9,llm_00109,hobby,Melanie finished a pottery project and is proud of it.,0.3127537325789037,False
23,q00079,1,10,llm_00092,event,Melanie went to the beach with her kids recently.,0.302817920177263,False
23,q00082,3,1,llm_00022,relationship,"Caroline has known her close friends for 4 years, since she moved from her home country.",0.488655877741814,False
23,q00082,3,2,llm_00029,identity,Caroline is from Sweden.,0.40961348055138724,False
23,q00082,3,3,llm_00183,goal,Caroline's goal is to build her own family through adoption and provide a home for kids who haven't had one.,0.2900068849275787,True
23,q00082,3,4,llm_00005,plan,Caroline plans to continue her education and explore career options.,0.1417917608287162,False
23,q00082,3,5,llm_00161,goal,"Caroline wants to adopt to provide a safe, loving home for kids who need it.",0.13282792972783786,False
23,q00082,3,6,llm_00071,goal,Caroline is determined to adopt a child.,0.12420822132269752,False
23,q00082,3,7,llm_00034,goal,Caroline is exploring a career in counseling and mental health.,0.12338180344817311,False
23,q00082,3,8,llm_00016,plan,Caroline is planning to adopt as a single parent and is up for the challenge.,0.10077430532079906,False
23,q00082,3,9,llm_00002,identity,Caroline is transgender.,0.0956222129373685,False
23,q00082,3,10,llm_00017,emotion,Caroline feels hopeful and optimistic about the adoption process.,0.08797939744266187,False
23,q00087,4,1,llm_00015,preference,Caroline chose an adoption agency because it helps LGBTQ+ folks with adoption.,0.9915196965072011,True
23,q00087,4,2,llm_00014,goal,Caroline is researching adoption agencies with the goal of adopting children and giving them a loving home.,0.5719128518603356,False
23,q00087,4,3,llm_00182,event,Caroline passed the adoption agency interviews last Friday (20 October 2023).,0.49144366109757515,False
23,q00087,4,4,llm_00017,emotion,Caroline feels hopeful and optimistic about the adoption process.,0.34950360813505105,False
23,q00087,4,5,llm_00116,event,Caroline attended an adoption advice/assistance group.,0.32078185909385726,False
23,q00087,4,6,llm_00184,preference,Caroline sees adoption as a way of giving back and showing love and acceptance.,0.30607814742045725,False
23,q00087,4,7,llm_00046,preference,Caroline is passionate about helping people and making a positive impact.,0.2770135490021792,False
23,q00087,4,8,llm_00071,goal,Caroline is determined to adopt a child.,0.20007475339410233,False
23,q00087,4,9,llm_00016,plan,Caroline is planning to adopt as a single parent and is up for the challenge.,0.17246284023606856,False
23,q00087,4,10,llm_00161,goal,"Caroline wants to adopt to provide a safe, loving home for kids who need it.",0.15696459706052135,False
23,q00088,4,1,llm_00015,preference,Caroline chose an adoption agency because it helps LGBTQ+ folks with adoption.,0.9833461870781307,True
23,q00088,4,2,llm_00182,event,Caroline passed the adoption agency interviews last Friday (20 October 2023).,0.48385747493187303,False
23,q00088,4,3,llm_00115,goal,Caroline applied to adoption agencies as the first step towards becoming a mom.,0.4384107824187978,False
23,q00088,4,4,llm_00017,emotion,Caroline feels hopeful and optimistic about the adoption process.,0.4180568922813079,False
23,q00088,4,5,llm_00116,event,Caroline attended an adoption advice/assistance group.,0.39003854601235094,False
23,q00088,4,6,llm_00161,goal,"Caroline wants to adopt to provide a safe, loving home for kids who need it.",0.2510714679027825,False
23,q00088,4,7,llm_00071,goal,Caroline is determined to adopt a child.,0.24208779780901232,False
23,q00088,4,8,llm_00184,preference,Caroline sees adoption as a way of giving back and showing love and acceptance.,0.2106028368078228,False
23,q00088,4,9,llm_00014,goal,Caroline is researching adoption agencies with the goal of adopting children and giving them a loving home.,0.1973352535649841,False
23,q00088,4,10,llm_00164,other,"Caroline gave Melanie tips on starting adoption: research, find an agency or lawyer, gather documents, and prepare emotionally.",0.1429251723987612,False
23,q00092,4,1,llm_00030,family,"Caroline's grandma gave her a necklace from Sweden that symbolizes love, faith, and strength.",0.9517635108094091,True
23,q00092,4,2,llm_00101,work,Caroline is an artist who uses her art to advocate for LGBTQ+ rights and inclusivity.,0.423061626910657,False
23,q00092,4,3,llm_00052,identity,Caroline is a transgender woman.,0.26556185200191984,False
23,q00092,4,4,llm_00083,identity,Caroline is a transgender woman.,0.19066577876066035,False
23,q00092,4,5,llm_00102,identity,Caroline is a transgender woman.,0.15792619489474508,False
23,q00092,4,6,llm_00131,identity,Caroline is a transgender woman.,0.11826707376924146,False
23,q00092,4,7,llm_00071,goal,Caroline is determined to adopt a child.,0.1095121439553368,False
23,q00092,4,8,llm_00155,identity,Caroline is a transgender woman.,0.10305856168208963,False
23,q00092,4,9,llm_00029,identity,Caroline is from Sweden.,0.08736878431001788,True
23,q00092,4,10,llm_00171,identity,Caroline is a transgender woman.,0.06190133490128793,False
23,q00096,4,1,llm_00080,event,Melanie went camping with her family two weekends ago.,0.9441420157437153,False
23,q00096,4,2,llm_00078,event,Melanie and her family went on a camping trip in the forest.,0.9130735598635752,False
23,q00096,4,3,llm_00032,event,Melanie went camping with her family in the mountains last week.,0.5774701065459388,False
23,q00096,4,4,llm_00055,family,"Melanie's family enjoys camping at the beach, which brings them closer.",0.4522869549912395,False
23,q00096,4,5,llm_00180,hobby,"Melanie enjoys bonding with her family over stories, campfires, and nature during camping trips.",0.4360328490139173,False
23,q00096,4,6,llm_00178,event,Melanie went camping with her family yesterday and the kids loved it.,0.43369997136522204,False
23,q00096,4,7,llm_00179,preference,Melanie loves camping trips with her family because nature brings peace and serenity.,0.4059581560523097,False
23,q00096,4,8,llm_00094,family,Melanie's family has a tradition of going on a camping trip every summer.,0.3058148831234859,False
23,q00096,4,9,llm_00150,event,Melanie went camping with her kids a few weeks ago and had a blast.,0.30407086444616593,False
23,q00096,4,10,llm_00174,event,Melanie went on a road trip with her family over the past weekend.,0.23548505894334532,False
23,q00097,4,1,llm_00034,goal,Caroline is exploring a career in counseling and mental health.,0.956416130967862,True
23,q00097,4,2,llm_00058,goal,Caroline is exploring counseling and mental health career options.,0.6896576363079133,False
23,q00097,4,3,llm_00045,goal,Caroline is exploring counseling or mental health work as a career.,0.6205825924903533,False
23,q00097,4,4,llm_00040,goal,Caroline is considering counseling and mental health as a career path to help others.,0.560833835916159,False
23,q00097,4,5,llm_00089,identity,Caroline is passionate about LGBTQ rights and community support.,0.19515067241520384,False
23,q00097,4,6,llm_00036,event,Caroline attended an LGBTQ+ counseling workshop last Friday.,0.1922663479330486,True
23,q00097,4,7,llm_00006,goal,Caroline is interested in counseling or working in mental health to support others with similar issues.,0.16638569835970354,False
23,q00097,4,8,llm_00046,preference,Caroline is passionate about helping people and making a positive impact.,0.15593743821056394,False
23,q00097,4,9,llm_00059,health,"Caroline struggled with mental health and received helpful support, motivating her to help others.",0.13562557066241307,False
23,q00097,4,10,llm_00035,goal,Caroline wants to work with trans people to help them accept themselves and support their mental health.,0.13306354553851266,True
23,q00103,4,1,llm_00049,plan,Caroline is creating a library of children's books for when she has kids.,0.9795246540587778,True
23,q00103,4,2,llm_00060,hobby,Caroline loves reading and considers books a huge part of her journey.,0.4161207673294887,False
23,q00103,4,3,llm_00050,preference,"Caroline's children's book library includes classics, stories from different cultures, and educational books.",0.3826271226987416,True
23,q00103,4,4,llm_00052,identity,Caroline is a transgender woman.,0.2978228179355152,False
23,q00103,4,5,llm_00102,identity,Caroline is a transgender woman.,0.2879640838168098,False
23,q00103,4,6,llm_00083,identity,Caroline is a transgender woman.,0.28698294651860223,False
23,q00103,4,7,llm_00131,identity,Caroline is a transgender woman.,0.1728674915839702,False
23,q00103,4,8,llm_00046,preference,Caroline is passionate about helping people and making a positive impact.,0.1594937054311065,False
23,q00103,4,9,llm_00061,preference,"Caroline's favorite book is 'Becoming Nicole' by Amy Ellis Nutt, which inspired her.",0.13570995772395877,False
23,q00103,4,10,llm_00155,identity,Caroline is a transgender woman.,0.12360403084958865,False
23,q00107,4,1,llm_00064,preference,Melanie recently bought new purple running shoes.,0.992831198690551,True
23,q00107,4,2,llm_01018,plan,John needs new shoes after all the games.,0.44042728310937646,False
23,q00107,4,3,llm_00077,family,Melanie's family supported her during her move.,0.37496400180139644,False
23,q00107,4,4,llm_00151,family,Melanie has kids.,0.34525681261571856,False
23,q00107,4,5,llm_00063,family,Melanie has a dog and a cat named Luna and Oliver.,0.21123211599822636,False
23,q00107,4,6,llm_00065,health,Melanie has been running longer distances to de-stress and clear her mind.,0.2046962311648004,False
23,q00107,4,7,llm_00159,event,Melanie had a good time at a café last weekend.,0.15387773382690412,False
23,q00107,4,8,llm_00092,event,Melanie went to the beach with her kids recently.,0.15109888265830004,False
23,q00107,4,9,llm_00099,family,Melanie has kids and enjoys spending time with them.,0.11898524103795803,False
23,q00107,4,10,llm_00066,goal,Melanie finds running beneficial for her mental health and plans to continue.,0.11847379498223301,False
23,q00118,4,1,llm_00092,event,Melanie went to the beach with her kids recently.,0.9290906886582421,False
23,q00118,4,2,llm_00093,preference,Melanie goes to the beach with her kids only once or twice a year.,0.8493760126148325,True
23,q00118,4,3,llm_00151,family,Melanie has kids.,0.4285707383174613,False
23,q00118,4,4,llm_00099,family,Melanie has kids and enjoys spending time with them.,0.2782674253531773,False
23,q00118,4,5,llm_00094,family,Melanie's family has a tradition of going on a camping trip every summer.,0.12922663575896115,False
23,q00118,4,6,llm_00139,event,Melanie took her kids to a park yesterday and they had fun exploring and playing outdoors.,0.09494813527324458,False
23,q00118,4,7,llm_00087,hobby,Melanie and her kids just finished another painting.,0.08011541917830342,False
23,q00118,4,8,llm_00010,plan,Melanie is going swimming with the kids after the conversation.,0.0754235022126284,False
23,q00118,4,9,llm_00178,event,Melanie went camping with her family yesterday and the kids loved it.,0.07157731037161238,False
23,q00118,4,10,llm_00106,preference,Melanie values creating a loving and accepting environment for her kids.,0.07143090721329258,False
23,q00129,4,1,llm_00134,event,Caroline saw a rainbow sidewalk for Pride Month in her neighborhood.,0.9365585051969801,True
23,q00129,4,2,llm_00156,emotion,Caroline used art to explore her gender identity and during her transition.,0.21381604870347604,False
23,q00129,4,3,llm_00132,relationship,Caroline found a supportive community in the transgender community.,0.16140219884756463,False
23,q00129,4,4,llm_00171,identity,Caroline is a transgender woman.,0.14481044053155445,False
23,q00129,4,5,llm_00155,identity,Caroline is a transgender woman.,0.12893571217232908,False
23,q00129,4,6,llm_00185,identity,Caroline is a transgender woman.,0.11543904576702439,False
23,q00129,4,7,llm_00131,identity,Caroline is a transgender woman.,0.10945102760486486,False
23,q00129,4,8,llm_00152,work,Caroline volunteers for the LGBTQ+ community.,0.10557665123026497,False
23,q00129,4,9,llm_00023,emotion,"Caroline went through a tough breakup, and her friends' support was especially important during that time.",0.07970771850733027,False
23,q00129,4,10,llm_00052,identity,Caroline is a transgender woman.,0.07417716585495594,False
23,q00131,4,1,llm_00148,preference,"Melanie enjoys classical music like Bach and Mozart, as well as modern music like Ed Sheeran's 'Perfect'.",0.7564402254682598,True
23,q00131,4,2,llm_00144,event,Melanie attended a concert by the band 'Summer Sounds' and enjoyed their pop music.,0.24701000873155785,False
23,q00131,4,3,llm_00151,family,Melanie has kids.,0.1811232393425679,False
23,q00131,4,4,llm_00147,hobby,Melanie plays the clarinet and started when she was young.,0.16551641440937725,False
23,q00131,4,5,llm_00136,preference,Melanie's favorite art type is painting landscapes and still life.,0.14584615771079887,False
23,q00131,4,6,llm_00137,plan,Melanie is planning to paint autumn-inspired paintings.,0.09934393876867305,False
23,q00131,4,7,llm_00111,emotion,"Melanie feels a strong connection to art, which serves as a sanctuary and source of comfort.",0.09605189006670607,False
23,q00131,4,8,llm_00068,hobby,"Melanie and her kids enjoy painting together, especially nature-inspired paintings.",0.09556358630158268,False
