query_id,query_type,query,method,selected_method,predicted_intent,mrr,recall@1,recall@3,recall@5,first_rank
q00931,4,Which city in Ireland will Tim be staying in during his semester abroad?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00932,4,What charity event did John organize recently in 2024?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q00933,4,What achievement did John share with Tim in January 2024?,text_intent_router,type_aware,default_type_aware,0.0078125,0.0,0.0,0.0,128
q00934,4,What was Johns's reaction to sealing the deal with the beverage company?,text_intent_router,type_aware,default_type_aware,0.043478260869565216,0.0,0.0,0.0,23
q00935,4,Which city did John recommend to Tim in January 2024?,text_intent_router,type_aware,default_type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00936,5,"Which team did Tim sign with on 21 May, 2023?",text_intent_router,type_aware,default_type_aware,0.02857142857142857,0.0,0.0,0.0,35
q00937,5,What is Tim's position on the team he signed with?,text_intent_router,type_aware,default_type_aware,0.006993006993006993,0.0,0.0,0.0,143
q00938,5,What challenge did Tim encounter during pre-season training?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q00939,5,What cult did Tim join recently?,text_intent_router,type_aware,default_type_aware,0.02702702702702703,0.0,0.0,0.0,37
q00940,5,What was the highest number of points Tim scored in a game recently?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00941,5,What did Tim celebrate at a restaurant with teammates?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00942,5,What kind of deals did Tim sign with Nike and Gatorade?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00944,5,What kind of articles has John been writing about for the online magazine?,text_intent_router,keyword,keyword_heavy,0.07142857142857142,0.0,0.0,0.0,14
q00945,5,Which two mystery novels does Tim particularly enjoy writing about?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q00946,5,What did Anthony and Tim end up playing during the charity event?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00947,5,How did Tim get introduced to basketball?,text_intent_router,type_aware,causal_type_aware,0.024390243902439025,0.0,0.0,0.0,41
q00948,5,What is Tim's number one goal in his basketball career?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00949,5,What organization is Tim teaming up with for his charity work?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00950,5,What did Tim's teammates give him when they met on Aug 15th?,text_intent_router,type_aware,temporal_type_aware,0.25,0.0,0.0,1.0,4
q00951,5,Why did John's teammates sign the football they gave him?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q00952,5,What is the main intention behind John wanting to attend the book conference?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00953,5,What new activity has John started learning in August 2023?,text_intent_router,vector,identity_profile_vector,0.0013966480446927375,0.0,0.0,0.0,716
q00954,5,"What special memory does ""Fifty Shades of Grey"" bring to Tim?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00955,5,Which movie does John mention they enjoy watching during Thanksgiving?,text_intent_router,type_aware,default_type_aware,0.07142857142857142,0.0,0.0,0.0,14
q00956,5,What tradition does Tim mention they love during Halloween?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00957,5,How long did Tim and his high school basketball teammates play together?,text_intent_router,type_aware,temporal_type_aware,0.16666666666666666,0.0,0.0,0.0,6
q00958,5,How was Tim's experience in New York City?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00959,5,What spice did Tim add to the soup for flavor?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00960,5,What is Tim excited to see at Disneyland?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00961,5,Where are John and his teammates planning to avoid on a team trip?,text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q00962,5,What does Tim want to do after his basketball career?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00963,5,What type of venue did John and his girlfriend choose for their breakup?,text_intent_router,keyword,keyword_heavy,0.08333333333333333,0.0,0.0,0.0,12
q00964,5,What passion does John mention connects him with people from all over the world?,text_intent_router,type_aware,default_type_aware,0.0029239766081871343,0.0,0.0,0.0,342
q00966,5,Where did Tim capture the painting of the sunset over the mountain range?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00967,5,What does Tim find rewarding about mentoring the younger players?,text_intent_router,type_aware,default_type_aware,0.125,0.0,0.0,0.0,8
q00968,5,What has Tim been able to help the younger players achieve?,text_intent_router,type_aware,default_type_aware,0.002242152466367713,0.0,0.0,0.0,446
q00969,5,What genre is the novel that John is writing?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00970,5,Who is one of Tim's sources of inspiration for painting?,text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q00971,5,What does Tim write on the whiteboard to help him stay motivated?,text_intent_router,type_aware,causal_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00972,5,What hobby is a therapy for Tim when away from the court?,text_intent_router,type_aware,temporal_type_aware,0.014084507042253521,0.0,0.0,0.0,71
q00973,5,What type of meal does Tim often cook using a slow cooker?,text_intent_router,keyword,keyword_heavy,0.07142857142857142,0.0,0.0,0.0,14
q00974,5,How will Tim share the honey garlic chicken recipe with the other person?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00975,5,"What is one of Tim's favorite crime TV shows, as mentioned on November 11, 2023?",text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00976,5,"What was the setback Tim faced in his coding project on 21 November, 2023?",text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00977,5,How did Tim overcome his ankle injury from last season?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q00978,5,What motivated John to keep pushing himself to get better in writing and reading?,text_intent_router,type_aware,causal_type_aware,0.1111111111111111,0.0,0.0,0.0,9
q00979,5,How did Tim overcome a mistake he made during a big game in basketball?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q00980,5,What is Tim trying out to improve his strength and flexibility after recovery from ankle injury?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00982,5,What instrument is John learning to play in December 2023?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q00983,5,"How long has John been playing the piano for, as of December 2023?",text_intent_router,type_aware,temporal_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q00984,5,"What movie did Tim just finish watching on 8th December, 2023?",text_intent_router,type_aware,default_type_aware,0.043478260869565216,0.0,0.0,0.0,23
q00985,5,What kind of game did Tim have a career-high in assists in?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00986,5,What was Tim's way of dealing with doubts and stress when he was younger?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q00987,5,Where was the photoshoot done for John's fragrance deal?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00988,5,In which area has Tim's team seen the most growth during training?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00989,5,What type of seminars is Tim conducting?,text_intent_router,keyword,keyword_heavy,0.3333333333333333,0.0,1.0,1.0,3
q00990,5,What is one cause that John opposes with his influence and resources?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00991,5,What new fantasy TV series is John excited about?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00992,5,Which language is John learning?,text_intent_router,type_aware,default_type_aware,0.02631578947368421,0.0,0.0,0.0,38
q00993,5,"According to John, who is his least favorite character from Lord of the Rings?",text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q00995,5,What kind of painting does Tim have in his room as a reminder?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q00996,5,What is the sculpture of Aragorn a reminder for John to be in everything he does?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00997,5,Which city in Ireland will John be staying in during his semester abroad?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q00998,5,What charity event did Tim organize recently in 2024?,text_intent_router,type_aware,default_type_aware,0.011494252873563218,0.0,0.0,0.0,87
q00999,5,What was Tims's reaction to sealing the deal with the beverage company?,text_intent_router,type_aware,default_type_aware,0.006896551724137931,0.0,0.0,0.0,145
q01000,2,Which year did Audrey adopt the first three of her dogs?,text_intent_router,type_aware,temporal_type_aware,0.14285714285714285,0.0,0.0,0.0,7
q01001,2,When did Andrew start his new job as a financial analyst?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01002,1,What kind of indoor activities has Andrew pursued with his girlfriend?,text_intent_router,keyword,keyword_heavy,0.5,0.0,1.0,1.0,2
q01003,1,What kind of places have Andrew and his girlfriend checked out around the city?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01004,2,When did Audrey make muffins for herself?,text_intent_router,type_aware,temporal_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01005,2,When did Audrey see a hummingbird?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01006,2,When did Audrey adopt Pixie?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01007,2,How many years passed between Audrey adopting Pixie and her other three dogs?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01008,2,Did Andrew have a pet dog during March 2023?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q01009,1,What kind of classes or groups has Audrey joined to take better care of her dogs?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01010,2,When did Audrey's positive reinforcement training course for dogs take place?,text_intent_router,type_aware,temporal_type_aware,0.08333333333333333,0.0,0.0,0.0,12
q01011,2,When did Andrew go rock climbing?,text_intent_router,type_aware,temporal_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01012,1,What outdoor activities has Andrew done other than hiking in nature?,text_intent_router,vector,identity_profile_vector,0.05,0.0,0.0,0.0,20
q01013,2,When did Audrey move to a new place?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01014,1,What is something that Andrew really misses while working in the city?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q01015,1,What is a shared frustration regarding dog ownership for Audrey and Andrew?,text_intent_router,type_aware,default_type_aware,0.047619047619047616,0.0,0.0,0.0,21
q01016,2,When is Andrew going to go hiking with Audrey?,text_intent_router,type_aware,temporal_type_aware,0.5,0.0,1.0,1.0,2
q01017,1,How many times did Audrey and Andew plan to hike together?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q01018,1,Where did Audrey get Pixie from?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q01019,3,What is an indoor activity that Andrew would enjoy doing while make his dog happy?,text_intent_router,vector,identity_profile_vector,0.03225806451612903,0.0,0.0,0.0,31
q01020,3,Which meat does Audrey prefer eating more than others?,text_intent_router,vector,identity_profile_vector,0.125,0.0,0.0,0.0,8
q01021,1,What are the classes that Audrey took for her dogs to?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01022,2,Where did Andrew go during the first weekend of August 2023?,text_intent_router,vector,identity_profile_vector,0.05,0.0,0.0,0.0,20
q01023,1,What are some problems that Andrew faces before he adopted Toby?,text_intent_router,type_aware,default_type_aware,0.017543859649122806,0.0,0.0,0.0,57
q01024,1,Did Audrey and Andrew grow up with a pet dog?,text_intent_router,type_aware,default_type_aware,0.024390243902439025,0.0,0.0,0.0,41
q01025,2,When did Andrew and his girlfriend go fishing?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01026,1,What is the biggest stressor in Andrew's life besides not being able to hike frequently?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q01027,1,How does Andrew feel about his current work?,text_intent_router,type_aware,causal_type_aware,0.5,0.0,1.0,1.0,2
q01028,1,What is something that Audrey often dresses up her dogs with?,text_intent_router,type_aware,default_type_aware,0.011235955056179775,0.0,0.0,0.0,89
q01029,1,What are the names of Audrey's dogs?,text_intent_router,type_aware,default_type_aware,0.01818181818181818,0.0,0.0,0.0,55
q01030,2,When is Andrew planning to go to the beach with his girlfriend?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01031,1,What has Andrew done with his dogs?,text_intent_router,type_aware,default_type_aware,0.034482758620689655,0.0,0.0,0.0,29
q01032,1,What kind of tattoo does Audrey have on her arm?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01033,3,What can Andrew potentially do to improve his stress and accomodate his living situation with his dogs?,text_intent_router,type_aware,default_type_aware,0.125,0.0,0.0,0.0,8
q01034,2,How many months passed between Andrew adopting Toby and Buddy?,text_intent_router,type_aware,default_type_aware,0.09090909090909091,0.0,0.0,0.0,11
q01035,1,What are the names of Andrew's dogs?,text_intent_router,type_aware,default_type_aware,0.037037037037037035,0.0,0.0,0.0,27
q01036,1,What are some foods that Audrey likes eating?,text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q01037,2,When did Audrey get into an accident in the park?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01038,2,When did Andrew and his girlfriend go on a wine tasting trip?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01039,1,What did Audrey get wtih having so many dogs?,text_intent_router,type_aware,default_type_aware,0.041666666666666664,0.0,0.0,0.0,24
q01040,1,What is a good place for dogs to run around freely and meet new friends?,text_intent_router,type_aware,default_type_aware,0.013333333333333334,0.0,0.0,0.0,75
q01041,1,What are the breeds of Audrey's dogs?,text_intent_router,type_aware,default_type_aware,0.03333333333333333,0.0,0.0,0.0,30
q01042,1,What technique is Audrey using to discipline her dogs?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01043,3,Which US state do Audrey and Andrew potentially live in?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q01044,3,Which national park could Audrey and Andrew be referring to in their conversations?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01045,2,"How many pets will Andrew have, as of December 2023?",text_intent_router,type_aware,default_type_aware,0.04,0.0,0.0,0.0,25
q01046,2,"How many pets did Andrew have, as of September 2023?",text_intent_router,type_aware,default_type_aware,0.045454545454545456,0.0,0.0,0.0,22
q01047,2,How many months passed between Andrew adopting Buddy and Scout,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01049,1,What does Audrey view her pets as?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q01050,1,What is a skill that Audrey learned to take care of her dogs?,text_intent_router,type_aware,default_type_aware,0.25,0.0,0.0,1.0,4
q01051,1,What items has Audrey bought or made for her dogs?,text_intent_router,type_aware,default_type_aware,0.125,0.0,0.0,0.0,8
q01052,3,What is something that Andrew could do to make birdwatching hobby to fit in his city schedule?,text_intent_router,type_aware,default_type_aware,0.018518518518518517,0.0,0.0,0.0,54
q01053,3,What is a career that Andrew could potentially pursue with his love for animals and nature?,text_intent_router,vector,identity_profile_vector,0.16666666666666666,0.0,0.0,0.0,6
q01054,1,What activity do Audrey's dogs like to do in the dog park?,text_intent_router,vector,identity_profile_vector,0.3333333333333333,0.0,1.0,1.0,3
q01055,2,When did Andrew make his dogs a fun indoor area?,text_intent_router,type_aware,temporal_type_aware,0.02564102564102564,0.0,0.0,0.0,39
q01056,1,Has Andrew moved into a new apartment for his dogs?,text_intent_router,type_aware,default_type_aware,0.043478260869565216,0.0,0.0,0.0,23
q01057,2,When did Andrew adopt Scout?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01058,2,"What did Audrey eat for dinner on October 24, 2023?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01059,2,"How long has it been since Andrew adopted his first pet, as of November 2023?",text_intent_router,type_aware,temporal_type_aware,0.16666666666666666,0.0,0.0,0.0,6
q01060,1,How many dogs does Andrew have?,text_intent_router,type_aware,default_type_aware,0.04,0.0,0.0,0.0,25
q01061,4,Which specific type of bird mesmerizes Andrew?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q01062,4,What did Andrew express missing about exploring nature trails with his family's dog?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01063,4,What kind of pastries did Andrew and his girlfriend have at the cafe?,text_intent_router,keyword,keyword_heavy,0.5,0.0,1.0,1.0,2
q01064,4,What kind of flowers does Audrey have a tattoo of?,text_intent_router,keyword,keyword_heavy,0.06666666666666667,0.0,0.0,0.0,15
q01065,4,What does Audrey do during dog playdates in the park?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01066,4,What type of dog was Andrew looking to adopt based on his living space?,text_intent_router,keyword,keyword_heavy,0.3333333333333333,0.0,1.0,1.0,3
q01067,4,"Where does Andrew want to live to give their dog a large, open space to run around?",text_intent_router,type_aware,default_type_aware,0.25,0.0,0.0,1.0,4
q01068,4,Why did Audrey sign up for a workshop about bonding with pets?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01069,4,How did Audrey hear about the workshop on bonding with pets?,text_intent_router,type_aware,causal_type_aware,0.5,0.0,1.0,1.0,2
q01070,4,What type of training was the workshop Audrey signed up for in May 2023?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01071,4,How did Audrey describe she dog he met at the pet store?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01072,4,Why did Audrey think positive reinforcement training is important for pets?,text_intent_router,type_aware,causal_type_aware,0.25,0.0,0.0,1.0,4
q01073,4,What challenge is Andrew facing in their search for a pet?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01074,4,How does Andrew feel about their search for a pet-friendly place?,text_intent_router,type_aware,causal_type_aware,0.5,0.0,1.0,1.0,2
q01075,4,What outdoor activities does Andrew plan on trying after the rock climbing class?,text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q01076,4,How long does Audrey typically walk her dogs for?,text_intent_router,type_aware,temporal_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01077,4,"What did Audrey set up in the backyard for their dogs on June 26, 2023?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01078,4,"What did Audrey and her friends stumble across during a hike a few years back, as mentioned on June 26, 2023?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01079,4,"What is Audrey's favorite recipe that she shares with Andrew on 3 July, 2023?",text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01080,4,"What dish is one of Audrey's favorite dishes that includes garlic and is shared with Andrew on 3 July, 2023?",text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q01081,4,"What did Andrew and his GF do on the Monday before July 24, 2023?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01082,4,What is the name of Audrey's childhood dog?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01083,4,"What special memories does Audrey have with her childhood dog, Max?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01084,4,What are some of the personalities of Audrey's four fur babies?,text_intent_router,type_aware,default_type_aware,0.2,0.0,0.0,1.0,5
q01085,4,"What type of classes did Audrey start with her pups recently on 4 August, 2023?",text_intent_router,keyword,keyword_heavy,0.14285714285714285,0.0,0.0,0.0,7
q01086,4,How often does Audrey take her pups to the park for practice?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01087,4,How long did the trail hike that Audrey went on with her pups take?,text_intent_router,type_aware,temporal_type_aware,1.0,1.0,1.0,1.0,1
q01089,4,What is essential to keep the dogs looking good according to Audrey?,text_intent_router,type_aware,default_type_aware,0.019230769230769232,0.0,0.0,0.0,52
q01090,4,What did Audrey organize with the neighbors' dogs?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01091,4,What did Audrey do to give her dogs extra comfort as the weather cooled down?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01093,4,How did Audrey calm down her dog after the leash incident?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01094,4,How often does Audrey take her dogs for walks?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01095,4,What kind of flowers does Audrey take care of?,text_intent_router,keyword,keyword_heavy,0.04,0.0,0.0,0.0,25
q01099,4,"What did Audrey do with her pups over the weekend before 4th October, 2023?",text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01100,4,What was the reason Audrey couldn't walk her dogs for a period of time?,text_intent_router,type_aware,temporal_type_aware,0.05263157894736842,0.0,0.0,0.0,19
q01101,4,What type of jewelry does Audrey make?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01102,4,Why does Audrey make jewelry out of recycled objects?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01103,4,What organization does Audrey donate a portion of his profits to?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01104,4,How does Audrey help out the animal shelter?,text_intent_router,type_aware,causal_type_aware,0.5,0.0,1.0,1.0,2
q01105,4,What type of games do Audrey's dogs like to play at the park?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01106,4,What did Audrey make to thank her neighbors?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01107,4,How do Audrey's dogs react to snow?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01108,4,How does Audrey describe her dogs' response to snow?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01110,4,What activity do Andrew and Buddy enjoy doing together?,text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q01111,4,What do Andrew and Buddy like doing on walks?,text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q01112,4,What cuisine did Andrew recently try at a new spot in town?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01113,4,Which type of sushi did Audrey suggest trying first to someone new to sushi?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01114,4,What type of date is Andrew going on Sunday?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01115,4,"What did Andrew and Audrey plan to do on the Saturday after October 28, 2023?",text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q01116,4,What aspect of autumn does Andrew find beautiful?,text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q01117,4,What did Audrey do in November 2023 to better take care of her dogs?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01118,4,How often does Audrey meet up with other dog owners for tips and playdates?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01119,4,What did Audrey share to show ways to keep dogs active in the city?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01120,4,What type of activities does Audrey suggest for mental stimulation of the dogs?,text_intent_router,keyword,keyword_heavy,0.009900990099009901,0.0,0.0,0.0,101
q01121,4,"What is Andrew planning to do with Scout, Toby, and Buddy?",text_intent_router,vector,identity_profile_vector,1.0,1.0,1.0,1.0,1
q01122,4,What did Andrew get for Scout to create a safe and fun space for them?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01123,5,Which specific type of bird mesmerizes Audrey?,text_intent_router,type_aware,default_type_aware,0.01020408163265306,0.0,0.0,0.0,98
q01124,5,What kind of flowers does Andrew have a tattoo of?,text_intent_router,keyword,keyword_heavy,0.008928571428571428,0.0,0.0,0.0,112
q01125,5,What type of dog was Audrey looking to adopt based on her living space?,text_intent_router,keyword,keyword_heavy,0.08333333333333333,0.0,0.0,0.0,12
q01126,5,Why did Audrey sign up for a workshop about car maintenance?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01127,5,How did Andrew hear about the workshop on bonding with pets?,text_intent_router,type_aware,causal_type_aware,0.1111111111111111,0.0,0.0,0.0,9
q01128,5,What type of training was the workshop Andrew signed up for in May 2023?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01129,5,How did Andrew describe the dog he met at the pet store?,text_intent_router,type_aware,causal_type_aware,0.09090909090909091,0.0,0.0,0.0,11
q01130,5,What challenge is Audrey facing in their search for a pet?,text_intent_router,type_aware,causal_type_aware,0.07692307692307693,0.0,0.0,0.0,13
q01131,5,What indoor activities does Andrew plan on trying after the rock climbing class?,text_intent_router,vector,identity_profile_vector,0.5,0.0,1.0,1.0,2
q01132,5,"What did Andrew set up in the backyard for their dogs on June 26, 2023?",text_intent_router,type_aware,default_type_aware,0.5,0.0,1.0,1.0,2
q01133,5,"What did Audrey and her GF do on the Monday before July 24, 2023?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01134,5,What is the name of Andrew's childhood dog?,text_intent_router,type_aware,default_type_aware,0.027777777777777776,0.0,0.0,0.0,36
q01135,5,"What special memories does Andrew have with his childhood dog, Max?",text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01136,5,What are some of the personalities of Andrew's four fur babies?,text_intent_router,type_aware,default_type_aware,0.3333333333333333,0.0,1.0,1.0,3
q01137,5,"What type of classes did Andrew start with his pups recently on 4 August, 2023?",text_intent_router,keyword,keyword_heavy,0.025,0.0,0.0,0.0,40
q01138,5,What is essential to keep the dogs looking good according to Andrew?,text_intent_router,type_aware,default_type_aware,0.006802721088435374,0.0,0.0,0.0,147
q01139,5,What did Audrey organize with the neighbors' cats?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01140,5,What did Andrew do to give his dogs extra comfort as the weather cooled down?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01142,5,How did Andrew calm down his dog after the leash incident?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01143,5,How often does Andrew take his dogs for walks?,text_intent_router,type_aware,default_type_aware,0.125,0.0,0.0,0.0,8
q01144,5,What kind of vegetables does Audrey take care of?,text_intent_router,keyword,keyword_heavy,0.043478260869565216,0.0,0.0,0.0,23
q01146,5,What was the reason Andrew couldn't walk his dogs for a period of time?,text_intent_router,type_aware,temporal_type_aware,0.007692307692307693,0.0,0.0,0.0,130
q01147,5,What type of jewelry does Andrew make?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01148,5,Why does Andrew make jewelry out of recycled objects?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
q01149,5,What type of games do Andrew's dogs like to play at the park?,text_intent_router,keyword,keyword_heavy,1.0,1.0,1.0,1.0,1
q01150,5,What did Andrew make to thank his neighbors?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01151,5,How do Andrew's dogs react to snow?,text_intent_router,type_aware,default_type_aware,1.0,1.0,1.0,1.0,1
q01152,5,How does Andrew describe his dogs' response to snow?,text_intent_router,type_aware,causal_type_aware,1.0,1.0,1.0,1.0,1
