query_id,query_type,query,method,num_gold,is_multi_evidence,mrr,recall@1,recall@3,recall@5,first_rank,any_hit@1,full_coverage@1,coverage_ratio@1,any_hit@3,full_coverage@3,coverage_ratio@3,any_hit@5,full_coverage@5,coverage_ratio@5,any_hit@10,full_coverage@10,coverage_ratio@10,any_hit@20,full_coverage@20,coverage_ratio@20
q01614,3,What electronic device could Evan gift Sam to help him keep up with his fitness goals?,query_decomposition,2,1,0.038461538461538464,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01614,3,What electronic device could Evan gift Sam to help him keep up with his fitness goals?,type_aware_plus_decomposition,2,1,0.03225806451612903,0.0,0.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01630,3,How often does Sam get health checkups?,type_aware,4,1,0.2,0.0,0.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.5
q01630,3,How often does Sam get health checkups?,query_decomposition,4,1,0.038461538461538464,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01630,3,How often does Sam get health checkups?,type_aware_plus_decomposition,4,1,0.16666666666666666,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.5
q01638,3,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?",type_aware,6,1,0.05,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666
q01638,3,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?",query_decomposition,6,1,0.016666666666666666,0.0,0.0,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01638,3,"What challenges does Sam face in his quest for a healthier lifestyle, and how does he address them?",type_aware_plus_decomposition,6,1,0.05,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666
q01644,3,Which US state was Sam travelling in during October 2023?,type_aware,1,0,0.1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01644,3,Which US state was Sam travelling in during October 2023?,query_decomposition,1,0,0.047619047619047616,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01644,3,Which US state was Sam travelling in during October 2023?,type_aware_plus_decomposition,1,0,0.1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01652,3,Does Evan live close to a beach or mountains?,type_aware,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01652,3,Does Evan live close to a beach or mountains?,query_decomposition,2,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5
q01652,3,Does Evan live close to a beach or mountains?,type_aware_plus_decomposition,2,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01658,3,Which major holiday season conincides with Evan's wedding?,type_aware,1,0,0.16666666666666666,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01658,3,Which major holiday season conincides with Evan's wedding?,query_decomposition,1,0,0.14285714285714285,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01658,3,Which major holiday season conincides with Evan's wedding?,type_aware_plus_decomposition,1,0,0.16666666666666666,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01787,3,Which country do Calvin and Dave want to meet in?,type_aware,3,1,0.07142857142857142,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
q01787,3,Which country do Calvin and Dave want to meet in?,query_decomposition,3,1,0.041666666666666664,0.0,0.0,0.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
q01787,3,Which country do Calvin and Dave want to meet in?,type_aware_plus_decomposition,3,1,0.06666666666666667,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333
q01790,3,Does Dave's shop employ a lot of people?,type_aware,2,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01790,3,Does Dave's shop employ a lot of people?,query_decomposition,2,1,0.5,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,1.0
q01790,3,Does Dave's shop employ a lot of people?,type_aware_plus_decomposition,2,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01796,3,Would Calvin enjoy performing at the Hollywood Bowl?,type_aware,1,0,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01796,3,Would Calvin enjoy performing at the Hollywood Bowl?,query_decomposition,1,0,0.16666666666666666,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
q01796,3,Would Calvin enjoy performing at the Hollywood Bowl?,type_aware_plus_decomposition,1,0,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
q01804,3,Does Calvin wish to become more popular?,type_aware,5,1,1.0,1.0,1.0,1.0,1,1.0,0.0,0.2,1.0,0.0,0.6,1.0,0.0,0.6,1.0,0.0,0.8,1.0,0.0,0.8
q01804,3,Does Calvin wish to become more popular?,query_decomposition,5,1,0.05555555555555555,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2
q01804,3,Does Calvin wish to become more popular?,type_aware_plus_decomposition,5,1,0.3333333333333333,0.0,1.0,1.0,3,0.0,0.0,0.0,1.0,0.0,0.2,1.0,0.0,0.4,1.0,0.0,0.4,1.0,0.0,0.8
q01820,3,Does Calvin love music tours?,type_aware,8,1,0.07692307692307693,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25
q01820,3,Does Calvin love music tours?,query_decomposition,8,1,0.05,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125
q01820,3,Does Calvin love music tours?,type_aware_plus_decomposition,8,1,0.08333333333333333,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25
