query_id,query_type,method,selected_method,mrr,recall@1,recall@3,recall@5,first_rank,query,predicted_intent
q00279,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What temporary job did Jon take to cover expenses?,default_type_aware
q00280,4,text_intent_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7,What plans does Jon have after receiving advice at the networking event?,default_type_aware
q00281,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What offer does Gina make to Jon regarding social media?,default_type_aware
q00282,5,text_intent_router,vector,1.0,1.0,1.0,1.0,1,What is Jon's favorite style of painting?,identity_profile_vector
q00283,5,text_intent_router,vector,0.007575757575757576,0.0,0.0,0.0,132,What was Jon's favorite dancing memory?,identity_profile_vector
q00284,5,text_intent_router,keyword,0.3333333333333333,0.0,1.0,1.0,3,What kind of dance piece did Jon's team perform to win first place?,keyword_heavy
q00286,5,text_intent_router,keyword,1.0,1.0,1.0,1.0,1,What kind of flooring is Gina looking for in her dance studio?,keyword_heavy
q00287,5,text_intent_router,type_aware,0.024390243902439025,0.0,0.0,0.0,41,"What did Jon find for his clothing store on 1 February, 2023?",default_type_aware
q00288,5,text_intent_router,type_aware,0.010309278350515464,0.0,0.0,0.0,97,What did Jon design for his store?,default_type_aware
q00289,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Jon want his customers to feel in her store?,default_type_aware
q00290,5,text_intent_router,type_aware,0.016666666666666666,0.0,0.0,0.0,60,What made Jon choose the furniture and decor for his store?,default_type_aware
q00291,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How is Jon's store doing?,default_type_aware
q00292,5,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What does Jon's tattoo symbolize?,default_type_aware
q00293,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Why did Gina shut down her bank account?,causal_type_aware
q00294,5,text_intent_router,type_aware,0.010638297872340425,0.0,0.0,0.0,94,Why did Jon combine his clothing business with dance?,causal_type_aware
q00295,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Gina receive from a dance contest?,default_type_aware
q00296,5,text_intent_router,keyword,0.0625,0.0,0.0,0.0,16,"What kind of professional experience did Jon get accepted for on May 23, 2023?",keyword_heavy
q00297,5,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,Where is Gina's HR internship?,default_type_aware
q00298,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Where is Jon's fashion internship?,default_type_aware
q00299,5,text_intent_router,type_aware,0.0125,0.0,0.0,0.0,80,What book is Gina currently reading?,default_type_aware
q00300,5,text_intent_router,type_aware,0.0017825311942959,0.0,0.0,0.0,561,How does Gina use the clipboard with a notepad attached to it?,causal_type_aware
q00301,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Jon take a trip to Barcelona for?,default_type_aware
q00302,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Jon make a limited edition line of?,default_type_aware
q00303,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What temporary job did Gina take to cover expenses?,default_type_aware
q00304,5,text_intent_router,type_aware,0.0019880715705765406,0.0,0.0,0.0,503,What plans does Gina have after receiving advice at the networking event?,default_type_aware
q00305,2,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,"Who did Maria have dinner with on May 3, 2023?",default_type_aware
q00306,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Maria donate her car?,temporal_type_aware
q00307,1,text_intent_router,type_aware,0.045454545454545456,0.0,0.0,0.0,22,What martial arts has John done?,default_type_aware
q00308,1,text_intent_router,keyword,0.008547008547008548,0.0,0.0,0.0,117,What type of volunteering have John and Maria both done?,keyword_heavy
q00309,2,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,When did John join the online support group?,temporal_type_aware
q00310,2,text_intent_router,type_aware,0.0064516129032258064,0.0,0.0,0.0,155,When did Maria go to the beach?,temporal_type_aware
q00311,1,text_intent_router,vector,1.0,1.0,1.0,1.0,1,Where has Maria made friends?,identity_profile_vector
q00312,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What items des John mention having as a child?,default_type_aware
q00313,3,text_intent_router,type_aware,0.02857142857142857,0.0,0.0,0.0,35,What might John's financial status be?,default_type_aware
q00314,1,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,Who gave Maria's family money when she was younger and her family was going through tough times?,temporal_type_aware
q00315,2,text_intent_router,type_aware,0.02857142857142857,0.0,0.0,0.0,35,When did Maria meet Jean?,temporal_type_aware
q00316,1,text_intent_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6,What people has Maria met and helped while volunteering?,default_type_aware
q00317,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What test has John taken multiple times?,default_type_aware
q00318,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Maria's grandmother pass away?,temporal_type_aware
q00319,3,text_intent_router,type_aware,0.013333333333333334,0.0,0.0,0.0,75,Would John be considered a patriotic person?,default_type_aware
q00320,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What writing classes has Maria taken?,default_type_aware
q00322,3,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What might John's degree be in?,default_type_aware
q00323,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Who did John go to yoga with?,default_type_aware
q00324,1,text_intent_router,keyword,0.3333333333333333,0.0,1.0,1.0,3,What damages have happened to John's car?,keyword_heavy
q00325,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did John take a road trip to the Pacific Northwest?,temporal_type_aware
q00326,1,text_intent_router,vector,1.0,1.0,1.0,1.0,1,What areas of the U.S. has John been to or is planning to go to?,identity_profile_vector
q00327,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did John go to a convention with colleagues?,temporal_type_aware
q00328,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What desserts has Maria made?,default_type_aware
q00329,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did John start boot camp with his family?,temporal_type_aware
q00330,1,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What European countries has Maria been to?,default_type_aware
q00331,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What has Maria done to feel closer to her faith?,default_type_aware
q00332,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did John have a party with veterans?,temporal_type_aware
q00333,1,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What causes does John feel passionate about supporting?,default_type_aware
q00334,1,text_intent_router,vector,0.1111111111111111,0.0,0.0,0.0,9,What events is Maria planning for the homeless shelter funraiser?,identity_profile_vector
q00335,1,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What shelters does Maria volunteer at?,default_type_aware
q00336,2,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,When did John get his dog Max?,temporal_type_aware
q00337,1,text_intent_router,vector,0.5,0.0,1.0,1.0,2,What outdoor activities has John done with his colleagues?,identity_profile_vector
q00338,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What types of yoga has Maria practiced?,default_type_aware
q00339,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Maria join a gym?,temporal_type_aware
q00340,1,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What states has Maria vacationed at?,default_type_aware
q00341,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What music events has John attended?,default_type_aware
q00342,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What events for veterans has John participated in?,default_type_aware
q00345,1,text_intent_router,type_aware,0.058823529411764705,0.0,0.0,0.0,17,What are the names of John's children?,default_type_aware
q00347,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What area was hit by a flood?,default_type_aware
q00348,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When was John's old area hit with a flood?,temporal_type_aware
q00349,1,text_intent_router,vector,0.3333333333333333,0.0,1.0,1.0,3,What activities has Maria done with her church friends?,identity_profile_vector
q00350,3,text_intent_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11,Would John be open to moving to another country?,default_type_aware
q00351,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Maria go hiking with her church friends?,temporal_type_aware
q00352,1,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What exercises has John done?,default_type_aware
q00353,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did John have his first firefighter call-out?,temporal_type_aware
q00354,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What food item did Maria drop off at the homeless shelter?,default_type_aware
q00355,3,text_intent_router,type_aware,0.07142857142857142,0.0,0.0,0.0,14,What attributes describe John?,default_type_aware
q00356,2,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,When did Maria start volunteering at the homeless shelter?,temporal_type_aware
q00357,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Who have written notes of gratitude to Maria?,default_type_aware
q00358,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did John help renovate his hometown community center?,temporal_type_aware
q00359,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Maria take up community work with her church friends?,temporal_type_aware
q00360,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Maria receive a medal from the homeless shelter?,temporal_type_aware
q00361,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did John participate in a 5K charity run?,temporal_type_aware
q00362,1,text_intent_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6,What causes has John done events for?,default_type_aware
q00363,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Maria get Coco?,temporal_type_aware
q00364,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did John go on a camping trip with Max?,temporal_type_aware
q00365,1,text_intent_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7,What are Maria's dogs' names?,default_type_aware
q00367,1,text_intent_router,type_aware,0.03125,0.0,0.0,0.0,32,How many dogs has Maria adopted from the dog shelter she volunteers at?,default_type_aware
q00368,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How many weeks passed between Maria adopting Coco and Shadow?,default_type_aware
q00369,3,text_intent_router,vector,0.043478260869565216,0.0,0.0,0.0,23,What job might Maria pursue in the future?,identity_profile_vector
q00370,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What is John's main focus in local politics?,default_type_aware
q00371,4,text_intent_router,type_aware,0.25,0.0,0.0,1.0,4,What sparked John's interest in improving education and infrastructure in the community?,default_type_aware
q00372,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How did the extra funding help the school shown in the photo shared by John?,causal_type_aware
q00373,4,text_intent_router,keyword,1.0,1.0,1.0,1.0,1,What type of workout class did Maria start doing in December 2023?,keyword_heavy
q00374,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Maria donate to a homeless shelter in December 2023?,default_type_aware
q00375,4,text_intent_router,keyword,0.3333333333333333,0.0,1.0,1.0,3,What kind of meal did John and his family make together in the photo shared by John?,keyword_heavy
q00376,4,text_intent_router,keyword,0.5,0.0,1.0,1.0,2,What kind of online group did John join?,keyword_heavy
q00377,4,text_intent_router,keyword,0.0010799136069114472,0.0,0.0,0.0,926,What kind of activities did John and his mates from the online group do as part of their service efforts?,keyword_heavy
q00378,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Who inspired Maria to start volunteering?,default_type_aware
q00379,4,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,Why did Maria sit with the little girl at the shelter event in February 2023?,causal_type_aware
q00380,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Jean go through before meeting Maria?,default_type_aware
q00381,4,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,Why did John decide to run for office again?,causal_type_aware
q00382,4,text_intent_router,vector,1.0,1.0,1.0,1.0,1,"What activity did John's colleague, Rob, invite him to?",identity_profile_vector
q00383,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What is the name of John's one-year-old child?,default_type_aware
q00384,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How often does John take his kids to the park?,default_type_aware
q00385,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Maria make for her home to remind her of a trip to England?,default_type_aware
q00386,4,text_intent_router,vector,1.0,1.0,1.0,1.0,1,Where did Maria get the idea for the castle shadow box in her home?,identity_profile_vector
q00388,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What areas is John particularly interested in for policymaking?,default_type_aware
q00389,4,text_intent_router,type_aware,0.25,0.0,0.0,1.0,4,"What did Maria participate in last weekend before April 10, 2023?",default_type_aware
q00390,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What event did John volunteer at last weekend?,default_type_aware
q00391,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did John do that put a strain on his wallet?,default_type_aware
q00392,4,text_intent_router,vector,1.0,1.0,1.0,1.0,1,Where did John explore on a road trip last year?,identity_profile_vector
q00393,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What topic has John been blogging about recently?,default_type_aware
q00394,4,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,Why did John start blogging about politics and policies?,causal_type_aware
q00395,4,text_intent_router,type_aware,0.25,0.0,0.0,1.0,4,What was the focus of John's recent research and writing on his blog?,default_type_aware
q00396,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did John attend with his colleagues in March 2023?,default_type_aware
q00397,4,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,How often does John work out with his family?,default_type_aware
q00399,4,text_intent_router,keyword,0.005494505494505495,0.0,0.0,0.0,182,What kind of food did Maria have on her dinner spread iwth her mother?,keyword_heavy
q00400,4,text_intent_router,vector,0.5,0.0,1.0,1.0,2,What activity did Maria and her mom do together in May 2023?,identity_profile_vector
q00401,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Maria do to feel closer to a community and her faith?,default_type_aware
q00402,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Why did Maria join a nearby church recently?,causal_type_aware
q00403,4,text_intent_router,keyword,0.025,0.0,0.0,0.0,40,What did John host for the veterans in May 2023 as part of the project?,keyword_heavy
q00404,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did John and the veterans do during the small party?,default_type_aware
q00405,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What emotions did John feel during the small party with the veterans?,default_type_aware
q00406,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,"What event is Maria getting ready for at the shelter on May 25, 2023?",default_type_aware
q00407,4,text_intent_router,type_aware,0.04,0.0,0.0,0.0,25,What does Maria need to spread the word about for the fundraiser for the volunteer shelter?,default_type_aware
q00408,4,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,"What was the name of the pet that John had to say goodbye to on 3 June, 2023?",default_type_aware
q00409,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How long was Max a part of John's family?,temporal_type_aware
q00410,4,text_intent_router,type_aware,0.07692307692307693,0.0,0.0,0.0,13,How does John plan to honor the memories of his beloved pet?,causal_type_aware
q00411,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What important values does John want to teach his kids through adopting a rescue dog?,default_type_aware
q00412,4,text_intent_router,vector,0.1111111111111111,0.0,0.0,0.0,9,"What new activity did Maria start recently, as mentioned on 3 June, 2023?",identity_profile_vector
q00414,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What does Maria say she feels when doing upside-down yoga poses?,temporal_type_aware
q00415,4,text_intent_router,type_aware,0.02,0.0,0.0,0.0,50,"What exciting news did Maria share on 16 June, 2023?",default_type_aware
q00416,4,text_intent_router,vector,1.0,1.0,1.0,1.0,1,What yoga activity has Maria been trying to improve her strength and endurance?,identity_profile_vector
q00417,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did John recently get promoted to?,default_type_aware
q00418,4,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What was one of the biggest challenges John faced in his journey to becoming assistant manager?,default_type_aware
q00419,4,text_intent_router,type_aware,0.01694915254237288,0.0,0.0,0.0,59,How does John describe the support he received during his journey to becoming assistant manager?,causal_type_aware
q00420,4,text_intent_router,keyword,0.2,0.0,0.0,1.0,5,What kind of event did John and his family attend in June 2023?,keyword_heavy
q00421,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Why did Maria need to help her cousin find a new place to live?,causal_type_aware
q00422,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What event did John participate in to show support for veterans' rights?,causal_type_aware
q00423,4,text_intent_router,type_aware,0.125,0.0,0.0,0.0,8,What inspired John to join the marching event for veterans' rights?,default_type_aware
q00424,4,text_intent_router,vector,0.09090909090909091,0.0,0.0,0.0,11,How often does John get to see sunsets like the one he shared with Maria?,identity_profile_vector
q00425,4,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,"What natural disaster affected John's old area on 7 July, 2023?",default_type_aware
q00426,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How did the flood impact the homes in John's old area?,causal_type_aware
q00427,4,text_intent_router,type_aware,0.0018726591760299626,0.0,0.0,0.0,534,"What motivated Maria and John to discuss potential solutions for their community on 7 July, 2023?",causal_type_aware
q00428,4,text_intent_router,vector,0.03225806451612903,0.0,0.0,0.0,31,"What did Maria plan to do later on the evening of 7 July, 2023?",identity_profile_vector
q00429,4,text_intent_router,keyword,0.25,0.0,0.0,1.0,4,What kind of activities did Maria do at the picnic with her church friends?,keyword_heavy
q00430,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What does John appreciate about the veteran's hospital visit?,default_type_aware
q00431,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did John take away from visiting the veteran's hospital?,default_type_aware
q00432,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Why did John feel inspired to join the military after the visit to the hospital?,causal_type_aware
q00433,4,text_intent_router,vector,0.2,0.0,0.0,1.0,5,In what activity did Maria and her church friends participate in July 2023?,identity_profile_vector
q00434,4,text_intent_router,type_aware,0.2,0.0,0.0,1.0,5,What does John think about trying new classes at the yoga studio?,default_type_aware
q00435,4,text_intent_router,vector,0.3333333333333333,0.0,1.0,1.0,3,Which activity has John done apart from yoga at the studio?,identity_profile_vector
q00436,4,text_intent_router,type_aware,0.038461538461538464,0.0,0.0,0.0,26,"What community service did Maria mention that she was involved in on 31 July, 2023?",default_type_aware
q00437,4,text_intent_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7,How did Maria start volunteering at the homeless shelter?,causal_type_aware
q00438,4,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,"What did John do the week before August 3, 2023 involving his kids?",default_type_aware
q00439,4,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,How did John describe his kids' reaction at the military memorial?,causal_type_aware
q00441,4,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What does John believe is important for children regarding veterans?,default_type_aware
q00442,4,text_intent_router,type_aware,0.25,0.0,0.0,1.0,4,What happened to John's job in August 2023?,default_type_aware
q00443,4,text_intent_router,vector,1.0,1.0,1.0,1.0,1,What activity did Maria take up with her friends from church in August 2023?,identity_profile_vector
q00444,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did John do to help his community last year in his hometown?,default_type_aware
q00445,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What cause did the 5K charity run organized by John support?,causal_type_aware
q00446,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Who did John work with to raise awareness and funds for victims of domestic abuse?,default_type_aware
q00447,4,text_intent_router,type_aware,0.125,0.0,0.0,0.0,8,What recognition did Maria receive at the homeless shelter in August 2023?,default_type_aware
q00448,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,"What is the name of Maria's puppy she got two weeks before August 11, 2023?",default_type_aware
q00449,4,text_intent_router,vector,1.0,1.0,1.0,1.0,1,What activity did John and Max enjoy together last summer?,identity_profile_vector
q00450,4,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How does John describe the camping trip with Max?,causal_type_aware
q00451,4,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,Why does John say he feels stuck and questioning his decisions and goals?,causal_type_aware
q00457,5,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What is John's main focus in international politics?,default_type_aware
q00458,5,text_intent_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12,What did Maria donate to a luxury store in December 2023?,default_type_aware
q00459,5,text_intent_router,type_aware,0.25,0.0,0.0,1.0,4,Who inspired John to start volunteering?,default_type_aware
q00460,5,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,Why did Maria decide to run for office again?,causal_type_aware
q00461,5,text_intent_router,vector,0.02040816326530612,0.0,0.0,0.0,49,"What activity did Maria's colleague, Rob, invite her to?",identity_profile_vector
q00462,5,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What is the name of Maria's one-year-old child?,default_type_aware
q00463,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How often does John take his kids to the library?,default_type_aware
q00464,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did Maria make for her home to remind her of a trip to France?,default_type_aware
q00465,5,text_intent_router,vector,0.001890359168241966,0.0,0.0,0.0,529,Where did John get the idea for the castle shadow box in his home?,identity_profile_vector
q00467,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What areas is John particularly interested in for art appreciation?,default_type_aware
q00468,5,text_intent_router,type_aware,0.2,0.0,0.0,1.0,5,Why did Maria start blogging about politics and policies?,causal_type_aware
q00469,5,text_intent_router,type_aware,0.03333333333333333,0.0,0.0,0.0,30,What was the focus of John's recent travel and photography blog?,default_type_aware
q00470,5,text_intent_router,type_aware,0.009708737864077669,0.0,0.0,0.0,103,How often does Maria work out with her family?,default_type_aware
q00472,5,text_intent_router,keyword,0.004347826086956522,0.0,0.0,0.0,230,What kind of food did Maria have on her dinner spread with her father?,keyword_heavy
q00473,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What did John do to feel closer to a community and his faith?,default_type_aware
q00474,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Why did John join a nearby church recently?,causal_type_aware
q00475,5,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,How long was Max a part of Maria's family?,temporal_type_aware
q00476,5,text_intent_router,type_aware,0.003125,0.0,0.0,0.0,320,How does Maria plan to honor the memories of her beloved pet?,causal_type_aware
q00477,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What important values does Maria want to teach her kids through adopting a rescue dog?,default_type_aware
q00479,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What does John say she feels when doing upside-down yoga poses?,temporal_type_aware
q00480,5,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What did Maria recently get promoted to?,default_type_aware
q00481,5,text_intent_router,type_aware,0.08333333333333333,0.0,0.0,0.0,12,What was one of the biggest challenges Maria faced in her journey to becoming assistant manager?,default_type_aware
q00482,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Why did John need to help his cousin find a new place to live?,causal_type_aware
q00483,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What event did Maria participate in to show support for veterans' rights?,causal_type_aware
q00484,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How did the drought impact the homes in John's old area?,causal_type_aware
q00485,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What does John criticize about the veteran's hospital visit?,default_type_aware
q00486,5,text_intent_router,type_aware,0.007518796992481203,0.0,0.0,0.0,133,What did John take away from visiting the orphanage?,default_type_aware
q00487,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Why did Maria feel inspired to join the military after the visit to the hospital?,causal_type_aware
q00488,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How did Maria describe her kids' reaction at the military memorial?,causal_type_aware
q00490,5,text_intent_router,type_aware,0.008928571428571428,0.0,0.0,0.0,112,What happened to Maria's job in August 2023?,default_type_aware
q00491,5,text_intent_router,type_aware,0.3333333333333333,0.0,1.0,1.0,3,What cause did the 5K charity run organized by Maria support?,causal_type_aware
q00492,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,Who did John work with to raise awareness and funds for animal welfare?,default_type_aware
q00493,5,text_intent_router,type_aware,0.0625,0.0,0.0,0.0,16,What recognition did John receive at the homeless shelter in August 2023?,default_type_aware
q00494,5,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,"What is the name of John's puppy he got two weeks before August 11, 2023?",default_type_aware
q00495,5,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,How does Maria describe the camping trip with Max?,causal_type_aware
q00498,3,text_intent_router,type_aware,0.0047169811320754715,0.0,0.0,0.0,212,Is it likely that Nate has friends besides Joanna?,default_type_aware
q00499,1,text_intent_router,keyword,0.007874015748031496,0.0,0.0,0.0,127,What kind of interests do Joanna and Nate share?,keyword_heavy
q00500,2,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,"When did Joanna first watch ""Eternal Sunshine of the Spotless Mind?",temporal_type_aware
q00501,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Nate win his first video game tournament?,temporal_type_aware
q00502,3,text_intent_router,type_aware,0.038461538461538464,0.0,0.0,0.0,26,What pets wouldn't cause any discomfort to Joanna?,default_type_aware
q00503,1,text_intent_router,type_aware,0.14285714285714285,0.0,0.0,0.0,7,What are Joanna's hobbies?,default_type_aware
q00504,2,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,How long has Nate had his first two turtles?,temporal_type_aware
q00505,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Joanna finish her first screenplay?,temporal_type_aware
q00506,2,text_intent_router,type_aware,0.1111111111111111,0.0,0.0,0.0,9,When did Nate get his first two turtles?,temporal_type_aware
q00507,2,text_intent_router,type_aware,0.020833333333333332,0.0,0.0,0.0,48,What major achievement did Joanna accomplish in January 2022?,default_type_aware
q00508,1,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What emotions is Joanna feeling about the screenplay she submitted?,default_type_aware
q00509,1,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,What is Joanna allergic to?,default_type_aware
q00510,3,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,What underlying condition might Joanna have based on her allergies?,default_type_aware
q00511,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Joanna have an audition for a writing gig?,temporal_type_aware
q00512,3,text_intent_router,type_aware,0.012987012987012988,0.0,0.0,0.0,77,What nickname does Nate use for Joanna?,default_type_aware
q00513,2,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,When did Nate get purple hair?,temporal_type_aware
q00514,2,text_intent_router,type_aware,0.16666666666666666,0.0,0.0,0.0,6,What physical transformation did Nate undergo in April 2022?,default_type_aware
q00515,2,text_intent_router,type_aware,0.022727272727272728,0.0,0.0,0.0,44,"What movie did Joanna watch on 1 May, 2022?",default_type_aware
q00516,2,text_intent_router,type_aware,0.09090909090909091,0.0,0.0,0.0,11,Which outdoor spot did Joanna visit in May?,default_type_aware
q00517,1,text_intent_router,type_aware,1.0,1.0,1.0,1.0,1,How many times has Joanna found new hiking trails?,default_type_aware
q00518,2,text_intent_router,type_aware,0.5,0.0,1.0,1.0,2,When did Nate adopt Max?,temporal_type_aware
q00519,2,text_intent_router,vector,0.25,0.0,0.0,1.0,4,Who was the new addition to Nate's family in May 2022?,identity_profile_vector
q00520,2,text_intent_router,type_aware,0.2,0.0,0.0,1.0,5,When did Joanna start writing her third screenplay?,temporal_type_aware
