query_id,query,query_type,intent,first_rank,reason,top_memory_id,top_memory_type,top_memory_text,gold_memory_ids,gold_memory_types,gold_memory_texts
q01016,When is Andrew going to go hiking with Audrey?,2,temporal,2,temporal_neighbor,llm_01411,plan,Audrey and Andrew plan to go hiking on Saturday.,llm_01272,plan,Andrew and Audrey plan to go hiking together next month with Audrey's dogs.
q01017,How many times did Audrey and Andew plan to hike together?,1,other,2,other,llm_01285,plan,Andrew and Audrey plan to go on a hike together with their dogs next month.,llm_01272|llm_01395|llm_01411|llm_01412,plan|relationship,Andrew and Audrey plan to go hiking together next month with Audrey's dogs. || Audrey and Andrew have a hike planned with their dogs next month. || Audrey and Andrew plan to go hiking on Saturday.
q01019,What is an indoor activity that Andrew would enjoy doing while make his dog happy?,3,activity,61,gold_below_top20,llm_01251,preference,Andrew recommended a doggy daycare near him with a big indoor space for dogs.,llm_01266|llm_01276|llm_01277,family|hobby|identity,Andrew has been getting into cooking and trying new recipes as a new hobby. || Andrew recently adopted a puppy named Toby. || Andrew lives in a city.
q01020,Which meat does Audrey prefer eating more than others?,3,preference,3,memory_type_mismatch,llm_01289,family,"Audrey has four dogs, which she considers her 'fur babies' and says they are more important to her than anything.",llm_01261|llm_01264,preference,"Audrey's favorite recipe is Chicken Pot Pie, a family recipe that reminds her of her grandma's kitchen. || Audrey's favorite dish with garlic is Roasted Chicken, inspired by Mediterranean flavors."
q01022,Where did Andrew go during the first weekend of August 2023?,2,location,7,memory_type_mismatch,llm_01416,event,"Andrew went on a bike ride with his girlfriend and found a cool park outside of town on the weekend before November 4, 2023.",llm_01294,plan,Andrew is going camping with his girlfriend and his dog Toby on the weekend.
q01023,What are some problems that Andrew faces before he adopted Toby?,1,other,57,gold_below_top20,llm_01276,family,Andrew recently adopted a puppy named Toby.,llm_01215|llm_01216,plan|preference,Andrew lives in an apartment and prefers a smaller dog due to space constraints. || Andrew is looking for a pet-friendly place to live near a park or woods.
q01024,Did Audrey and Andrew grow up with a pet dog?,1,other,41,gold_below_top20,llm_01415,relationship,Audrey and Andrew are friends who enjoy outdoor activities with their dogs.,llm_01292,emotion,"Audrey has fond memories of taking long walks with her childhood dog Max, during which she shared her worries and hopes with him."
q01026,What is the biggest stressor in Andrew's life besides not being able to hike frequently?,1,other,2,other,llm_01362,preference,"Andrew misses being outdoors and used to hike a lot, but finds it challenging now due to work-life balance and living in the city.",llm_01278|llm_01279|llm_01315|llm_01316|llm_01332|llm_01333|llm_01267,emotion|event|hobby|preference|work,Andrew has been stressed due to work piling up. || Andrew misses hiking and the peace and freedom it brings. || Andrew took a break from work yesterday to check out a new cafe.
q01027,How does Andrew feel about his current work?,1,career_education,2,memory_type_mismatch,llm_01422,plan,Andrew decided to focus on taking good care of his current dogs before getting more.,llm_01278|llm_01279|llm_01315|llm_01316|llm_01332|llm_01333|llm_01267,emotion|event|hobby|preference|work,Andrew has been stressed due to work piling up. || Andrew misses hiking and the peace and freedom it brings. || Andrew took a break from work yesterday to check out a new cafe.
q01028,What is something that Audrey often dresses up her dogs with?,1,other,89,gold_below_top20,llm_01436,family,Audrey considers her dogs as part of her family.,llm_01212,hobby,"Audrey's dogs wear party hats for fun and treats, and they don't mind them."
q01029,What are the names of Audrey's dogs?,1,other,55,gold_below_top20,llm_01350,family,Audrey's dogs are her only pets.,llm_01175|llm_01182|llm_01342,event|family,"Audrey has three dogs named Pepper, Precious, and Panda, and has had them for 3 years. || Audrey adopted a new puppy named Pixie. || Audrey has four dogs, all mutts: two Jack Russell mixes and two Chihuahua mixes."
q01031,What has Andrew done with his dogs?,1,other,29,gold_below_top20,llm_01420,identity,Andrew has two dogs named Toby and Buddy.,llm_01298|llm_01392,hobby|plan,Andrew plans to take Toby hiking on a local trail. || Andrew enjoys taking walks with Buddy.
q01033,What can Andrew potentially do to improve his stress and accomodate his living situation with his dogs?,3,other,8,memory_type_mismatch,llm_01425,plan,"Andrew plans to try activities like puzzles, training, and hide-and-seek with his dogs.",llm_01278|llm_01279|llm_01332|llm_01333|llm_01362,emotion|preference|work,"Andrew has been stressed due to work piling up. || Andrew misses hiking and the peace and freedom it brings. || Andrew's work has been tough and stressful recently, causing his outdoor activities to take a backseat."
q01034,How many months passed between Andrew adopting Toby and Buddy?,2,other,11,semantic_neighbor,llm_01420,identity,Andrew has two dogs named Toby and Buddy.,llm_01276|llm_01277|llm_01388,event|family|identity,Andrew recently adopted a puppy named Toby. || Andrew lives in a city. || Andrew recently adopted a new puppy from a shelter.
q01035,What are the names of Andrew's dogs?,1,other,27,gold_below_top20,llm_01415,relationship,Audrey and Andrew are friends who enjoy outdoor activities with their dogs.,llm_01276|llm_01277|llm_01389|llm_01429,event|family|identity,Andrew recently adopted a puppy named Toby. || Andrew lives in a city. || Andrew named his new puppy Buddy.
q01039,What did Audrey get wtih having so many dogs?,1,other,24,gold_below_top20,llm_01282,family,Audrey has dogs.,llm_01382|llm_01383,event|family,Audrey has a tattoo of her four dogs and recently added more drawings to it. || Audrey considers her dogs her little family and can't imagine life without them.
q01040,What is a good place for dogs to run around freely and meet new friends?,1,activity,75,gold_below_top20,llm_01248,event,Audrey moved to a new place with a bigger backyard for her dogs.,llm_01212|llm_01299,event|hobby,"Audrey's dogs wear party hats for fun and treats, and they don't mind them. || Audrey started agility classes with her dogs at a dog park."
q01041,What are the breeds of Audrey's dogs?,1,other,30,gold_below_top20,llm_01350,family,Audrey's dogs are her only pets.,llm_01342|llm_01406|llm_01407,family,"Audrey has four dogs, all mutts: two Jack Russell mixes and two Chihuahua mixes. || Audrey has four dogs: Pepper, Panda, Precious, and Pixie. || Audrey: Pepper and Panda are Lab mixes, and Precious and Pixie are Chihuahua mixes."
q01043,Which US state do Audrey and Andrew potentially live in?,3,other,5,memory_type_mismatch,llm_01426,relationship,Audrey and Andrew are friends who support each other.,llm_01272,plan,Andrew and Audrey plan to go hiking together next month with Audrey's dogs.
q01045,"How many pets will Andrew have, as of December 2023?",2,other,25,gold_below_top20,llm_01265,other,Andrew is having difficulty finding dog-friendly rental spots as of July 2023.,llm_01276|llm_01277|llm_01388|llm_01429,event|family|identity,Andrew recently adopted a puppy named Toby. || Andrew lives in a city. || Andrew recently adopted a new puppy from a shelter.
q01046,"How many pets did Andrew have, as of September 2023?",2,other,22,gold_below_top20,llm_01265,other,Andrew is having difficulty finding dog-friendly rental spots as of July 2023.,llm_01276|llm_01277|llm_01388,event|family|identity,Andrew recently adopted a puppy named Toby. || Andrew lives in a city. || Andrew recently adopted a new puppy from a shelter.
q01047,How many months passed between Andrew adopting Buddy and Scout,2,other,3,memory_type_mismatch,llm_01431,plan,"Andrew plans to take Scout, Toby, and Buddy to a nearby park for Scout's first adventure.",llm_01388|llm_01429,event,Andrew recently adopted a new puppy from a shelter. || Andrew recently adopted a new dog named Scout.
q01049,What does Audrey view her pets as?,1,other,5,semantic_neighbor,llm_01350,family,Audrey's dogs are her only pets.,llm_01312|llm_01382|llm_01383,emotion|event|family,Audrey considers her dogs as family and can't imagine life without them. || Audrey has a tattoo of her four dogs and recently added more drawings to it. || Audrey considers her dogs her little family and can't imagine life without them.
q01050,What is a skill that Audrey learned to take care of her dogs?,1,causal_emotion,4,memory_type_mismatch,llm_01418,hobby,Audrey recently joined a dog owners group to learn how to better take care of her dogs.,llm_01317|llm_01318|llm_01327,family|skill,"Audrey learned dog grooming in August 2023. || Audrey has dogs and enjoys caring for them. || Audrey has dogs that she takes care of with regular grooming including daily brushing, baths, and nail trims."
q01051,What items has Audrey bought or made for her dogs?,1,other,8,memory_type_mismatch,llm_01283,hobby,Audrey made personalized tags for her dogs.,llm_01174|llm_01249|llm_01337|llm_01386|llm_01387,emotion|event|work,Andrew started a new job as a Financial Analyst last week. || Audrey set up a doggy play area in her backyard with agility stuff and toys. || Audrey bought new beds for her dogs last week to keep them comfortable as the weather cools down.
q01052,What is something that Andrew could do to make birdwatching hobby to fit in his city schedule?,3,activity,54,gold_below_top20,llm_01356,hobby,Andrew is experienced in birdwatching and offered to give Audrey advice and plan a birdwatching trip together.,llm_01374|llm_01375|llm_01178,event|preference|relationship,"Andrew had a busy week and played board games with his girlfriend Toby last Tuesday. || Andrew's girlfriend is named Toby. || Andrew's favorite animal is birds, specifically eagles, which he finds strong and graceful."
q01053,What is a career that Andrew could potentially pursue with his love for animals and nature?,3,preference,2,preference_neighbor,llm_01287,preference,Andrew loves animals and enjoys spending time with them.,llm_01189|llm_01192|llm_01193|llm_01216|llm_01247,emotion|event|plan|preference,"Andrew misses hiking in nature trails with his family's dog. || Andrew went to a new cafe in the city with his girlfriend last weekend. || Andrew feels most thriving when out in nature, especially hiking."
q01055,When did Andrew make his dogs a fun indoor area?,2,temporal,39,gold_below_top20,llm_01251,preference,Andrew recommended a doggy daycare near him with a big indoor space for dogs.,llm_01431|llm_01432|llm_01433,event|plan,"Andrew plans to take Scout, Toby, and Buddy to a nearby park for Scout's first adventure. || Andrew and his girlfriend are keeping Scout on a leash while he gets used to being outside. || Andrew and his girlfriend bought essentials for Scout including a bed, toys, and puppy pads."
q01056,Has Andrew moved into a new apartment for his dogs?,1,location,23,gold_below_top20,llm_01430,family,Andrew has two other dogs named Toby and Buddy.,llm_01216|llm_01431|llm_01432|llm_01433,event|plan,"Andrew is looking for a pet-friendly place to live near a park or woods. || Andrew plans to take Scout, Toby, and Buddy to a nearby park for Scout's first adventure. || Andrew and his girlfriend are keeping Scout on a leash while he gets used to being outside."
q01059,"How long has it been since Andrew adopted his first pet, as of November 2023?",2,temporal,6,memory_type_mismatch,llm_01286,event,"Andrew and his girlfriend volunteered at a pet shelter on Monday, 24 July 2023, and found it rewarding.",llm_01276|llm_01277,family|identity,Andrew recently adopted a puppy named Toby. || Andrew lives in a city.
q01060,How many dogs does Andrew have?,1,other,25,gold_below_top20,llm_01177,preference,"Andrew does not have any pets currently, but he loves animals.",llm_01276|llm_01277|llm_01388|llm_01429,event|family|identity,Andrew recently adopted a puppy named Toby. || Andrew lives in a city. || Andrew recently adopted a new puppy from a shelter.
q01061,Which specific type of bird mesmerizes Andrew?,4,other,2,memory_type_mismatch,llm_01179,hobby,"Andrew has not gone bird-watching specifically, but he spots birds when hiking.",llm_01178,preference,"Andrew's favorite animal is birds, specifically eagles, which he finds strong and graceful."
q01063,What kind of pastries did Andrew and his girlfriend have at the cafe?,4,other,2,semantic_neighbor,llm_01196,event,Andrew and his girlfriend found an awesome cafe with amazing pastries.,llm_01197,event,"Andrew and his girlfriend had croissants, muffins, and tarts at the cafe."
q01064,What kind of flowers does Audrey have a tattoo of?,4,other,5,memory_type_mismatch,llm_01304,event,Audrey got a tattoo of her four dogs on her arm.,llm_01201,identity,Audrey has tattoos of her dogs on her arm.
q01066,What type of dog was Andrew looking to adopt based on his living space?,4,other,4,memory_type_mismatch,llm_01214,goal,Andrew is looking to adopt a dog.,llm_01215,preference,Andrew lives in an apartment and prefers a smaller dog due to space constraints.
q01067,"Where does Andrew want to live to give their dog a large, open space to run around?",4,activity,4,memory_type_mismatch,llm_01340,goal,Andrew is still looking for a dog-friendly place to live.,llm_01216,plan,Andrew is looking for a pet-friendly place to live near a park or woods.
q01069,How did Audrey hear about the workshop on bonding with pets?,4,causal_emotion,2,semantic_neighbor,llm_01224,plan,Audrey signed up for a workshop about bonding with her pet next month.,llm_01225|llm_01226,event|plan,Audrey found the workshop flyer at her local pet store. || Audrey: The workshop Audrey signed up for is a positive reinforcement training class.
q01072,Why did Audrey think positive reinforcement training is important for pets?,4,causal_emotion,4,memory_type_mismatch,llm_01226,plan,Audrey: The workshop Audrey signed up for is a positive reinforcement training class.,llm_01227,preference,Audrey believes punishment is never the proper way for pets.
q01074,How does Andrew feel about their search for a pet-friendly place?,4,location,2,memory_type_mismatch,llm_01216,plan,Andrew is looking for a pet-friendly place to live near a park or woods.,llm_01233|llm_01234,goal,Andrew is searching for a pet-friendly apartment in the city and has not found one yet. || Andrew is determined to find a pet-friendly place and a dog despite feeling discouraged.
q01075,What outdoor activities does Andrew plan on trying after the rock climbing class?,4,activity,2,activity_neighbor,llm_01237,plan,Andrew is now hooked on rock climbing and plans to do more outdoor activities like this every week.,llm_01238,plan,Andrew is interested in trying kayaking and bungee jumping as future outdoor activities.
q01076,How long does Audrey typically walk her dogs for?,4,temporal,3,memory_type_mismatch,llm_01241,event,Audrey found a small park with a trail surrounded by trees for her dogs' walk last week.,llm_01243,preference,"Audrey usually walks her dogs for about an hour, letting them explore at their own pace."
q01084,What are some of the personalities of Audrey's four fur babies?,4,other,5,semantic_neighbor,llm_01289,family,"Audrey has four dogs, which she considers her 'fur babies' and says they are more important to her than anything.",llm_01290,family,"Audrey's four dogs have distinct personalities: the oldest is relaxed, the second is playful, the third is naughty but cuddly, and the youngest is adventurous."
q01085,"What type of classes did Audrey start with her pups recently on 4 August, 2023?",4,temporal,4,memory_type_mismatch,llm_01317,skill,Audrey learned dog grooming in August 2023.,llm_01299,event,Audrey started agility classes with her dogs at a dog park.
q01089,What is essential to keep the dogs looking good according to Audrey?,4,other,52,gold_below_top20,llm_01282,family,Audrey has dogs.,llm_01327,family,"Audrey has dogs that she takes care of with regular grooming including daily brushing, baths, and nail trims."
q01095,What kind of flowers does Audrey take care of?,4,other,8,memory_type_mismatch,llm_01208,family,Audrey is busy taking care of her pets and finds it fulfilling.,llm_01348,hobby,"Audrey grows Peruvian Lilies in her garden, which are easy to care for."
q01099,"What did Audrey do with her pups over the weekend before 4th October, 2023?",4,other,3,memory_type_mismatch,llm_01400,family,Audrey has pups (dogs).,llm_01361,event,Audrey took her dogs to the beach over the weekend and they had fun swimming in the ocean.
q01100,What was the reason Audrey couldn't walk her dogs for a period of time?,4,temporal,19,temporal_neighbor,llm_01312,emotion,Audrey considers her dogs as family and can't imagine life without them.,llm_01366|llm_01372,emotion|health,"Audrey had a knee injury that prevented her from walking her dogs, but she recovered and started walking them again. || Audrey's dogs bring her joy and remind her to appreciate life's little pleasures."
q01104,How does Audrey help out the animal shelter?,4,other,2,memory_type_mismatch,llm_01370,other,Audrey can no longer volunteer at the animal shelter.,llm_01369|llm_01373,goal|preference,Audrey donates a portion of her jewelry profits to an animal shelter. || Audrey believes any hobby can have an impact when used right.
q01111,What do Andrew and Buddy like doing on walks?,4,preference,2,preference_neighbor,llm_01392,hobby,Andrew enjoys taking walks with Buddy.,llm_01393,hobby,Buddy loves checking out new hiking trails with Andrew.
q01116,What aspect of autumn does Andrew find beautiful?,4,other,2,memory_type_mismatch,llm_01338,event,Andrew went on a hike last weekend and saw a beautiful sunset.,llm_01414,plan,Audrey and Andrew plan to go on another hike to a trail with autumn colors next trip.
q01120,What type of activities does Audrey suggest for mental stimulation of the dogs?,4,activity,31,gold_below_top20,llm_01436,family,Audrey considers her dogs as part of her family.,llm_01424,hobby,"Audrey keeps her dogs active in the city with toys, games, puzzles, training, and hide-and-seek."
q01123,Which specific type of bird mesmerizes Audrey?,5,other,98,gold_below_top20,llm_01436,family,Audrey considers her dogs as part of her family.,llm_01178,preference,"Andrew's favorite animal is birds, specifically eagles, which he finds strong and graceful."
q01124,What kind of flowers does Andrew have a tattoo of?,5,other,62,gold_below_top20,llm_01177,preference,"Andrew does not have any pets currently, but he loves animals.",llm_01201,identity,Audrey has tattoos of her dogs on her arm.
q01125,What type of dog was Audrey looking to adopt based on her living space?,5,other,53,gold_below_top20,llm_01214,goal,Andrew is looking to adopt a dog.,llm_01215,preference,Andrew lives in an apartment and prefers a smaller dog due to space constraints.
q01127,How did Andrew hear about the workshop on bonding with pets?,5,causal_emotion,9,persona_confusion,llm_01224,plan,Audrey signed up for a workshop about bonding with her pet next month.,llm_01225|llm_01226,event|plan,Audrey found the workshop flyer at her local pet store. || Audrey: The workshop Audrey signed up for is a positive reinforcement training class.
q01129,How did Andrew describe the dog he met at the pet store?,5,causal_emotion,11,memory_type_mismatch,llm_01185,goal,Andrew is considering getting a dog.,llm_01225|llm_01226,event|plan,Audrey found the workshop flyer at her local pet store. || Audrey: The workshop Audrey signed up for is a positive reinforcement training class.
q01130,What challenge is Audrey facing in their search for a pet?,5,other,13,memory_type_mismatch,llm_01224,plan,Audrey signed up for a workshop about bonding with her pet next month.,llm_01233|llm_01234,goal,Andrew is searching for a pet-friendly apartment in the city and has not found one yet. || Andrew is determined to find a pet-friendly place and a dog despite feeling discouraged.
q01131,What indoor activities does Andrew plan on trying after the rock climbing class?,5,activity,5,activity_neighbor,llm_01237,plan,Andrew is now hooked on rock climbing and plans to do more outdoor activities like this every week.,llm_01238,plan,Andrew is interested in trying kayaking and bungee jumping as future outdoor activities.
q01132,"What did Andrew set up in the backyard for their dogs on June 26, 2023?",5,other,2,memory_type_mismatch,llm_01285,plan,Andrew and Audrey plan to go on a hike together with their dogs next month.,llm_01249,event,Audrey set up a doggy play area in her backyard with agility stuff and toys.
q01134,What is the name of Andrew's childhood dog?,5,other,36,gold_below_top20,llm_01185,goal,Andrew is considering getting a dog.,llm_01291,family,"Audrey had a childhood dog named Max, who was energetic and loved playing fetch."
q01136,What are some of the personalities of Andrew's four fur babies?,5,other,3,persona_confusion,llm_01289,family,"Audrey has four dogs, which she considers her 'fur babies' and says they are more important to her than anything.",llm_01290,family,"Audrey's four dogs have distinct personalities: the oldest is relaxed, the second is playful, the third is naughty but cuddly, and the youngest is adventurous."
q01137,"What type of classes did Andrew start with his pups recently on 4 August, 2023?",5,temporal,29,gold_below_top20,llm_01317,skill,Audrey learned dog grooming in August 2023.,llm_01299,event,Audrey started agility classes with her dogs at a dog park.
q01138,What is essential to keep the dogs looking good according to Andrew?,5,other,147,gold_below_top20,llm_01423,identity,Andrew lives in the city and manages to keep dogs there.,llm_01327,family,"Audrey has dogs that she takes care of with regular grooming including daily brushing, baths, and nail trims."
q01143,How often does Andrew take his dogs for walks?,5,other,8,semantic_neighbor,llm_01392,hobby,Andrew enjoys taking walks with Buddy.,llm_01346,hobby,Audrey walks her dogs multiple times a day for exercise and bonding.
q01144,What kind of vegetables does Audrey take care of?,5,other,8,memory_type_mismatch,llm_01208,family,Audrey is busy taking care of her pets and finds it fulfilling.,llm_01348,hobby,"Audrey grows Peruvian Lilies in her garden, which are easy to care for."
q01146,What was the reason Andrew couldn't walk his dogs for a period of time?,5,temporal,130,gold_below_top20,llm_01246,plan,Andrew and Audrey agreed to go for a walk together with Audrey's dogs in the park.,llm_01366|llm_01372,emotion|health,"Audrey had a knee injury that prevented her from walking her dogs, but she recovered and started walking them again. || Audrey's dogs bring her joy and remind her to appreciate life's little pleasures."
q01147,What type of jewelry does Andrew make?,5,other,2,other,llm_01177,preference,"Andrew does not have any pets currently, but he loves animals.",llm_01367|llm_01371,hobby|preference,"Audrey makes jewelry from recycled objects like bottle caps, buttons, and broken jewelry. || Audrey values combining creativity and sustainability in her jewelry making."
q01154,What activity do Audrey and Buddy enjoy doing together?,5,activity,4,memory_type_mismatch,llm_01415,relationship,Audrey and Andrew are friends who enjoy outdoor activities with their dogs.,llm_01392,hobby,Andrew enjoys taking walks with Buddy.
q01158,What are John's suspected health problems?,3,other,250,gold_below_top20,llm_00464,emotion,John is staying positive despite car trouble and money problems.,llm_01450,preference,"John does not like bowling and has big fingers, but he is considering taking up exercise and starting morning runs."
q01159,"Which recreational activity was James pursuing on March 16, 2022?",2,activity,59,gold_below_top20,llm_01480,hobby,"James's favorite game is Apex Legends, which he plays with his team.",llm_01449,event,"James went bowling yesterday and got 2 strikes, and he loves bowling."
q01161,Do both James and John have pets?,1,other,23,gold_below_top20,llm_01598,plan,John does not have pets but plans to get one someday.,llm_01442|llm_01444|llm_01461,goal|plan,James and John plan to develop mobile applications together in the future. || James and John plan to build an app for dog walking and pet care that connects pet owners with reliable dog walkers and provides pet care information. || John wants a pet but is not ready yet.
q01162,When did John resume playing drums in his adulthood?,2,temporal,2,temporal_neighbor,llm_01673,hobby,John used to play drums when he was younger but hasn't in a while.,llm_01464,hobby,John plays drums and has been playing for a month.
q01163,What are John and James' favorite games?,1,preference,4,memory_type_mismatch,llm_01656,relationship,James and John are close friends.,llm_01469|llm_01470|llm_01480,event|hobby|preference,"John attended a gaming convention and participated in a CS:GO tournament. || John's favorite game is CS:GO. || James's favorite game is Apex Legends, which he plays with his team."
q01164,Does James live in Connecticut?,3,other,10,memory_type_mismatch,llm_01716,relationship,James and Samantha have decided to move in together.,llm_01482|llm_01483,event|family,James adopted a puppy from a shelter in Stamford last week and named it Ned. || James has a dog named Ned.
q01166,How many pets does James have?,1,other,9,memory_type_mismatch,llm_01614,preference,James considers his pets a source of joy and cares for them deeply.,llm_01442|llm_01444|llm_01443|llm_01482|llm_01483,event|family|plan,James and John plan to develop mobile applications together in the future. || James and John plan to build an app for dog walking and pet care that connects pet owners with reliable dog walkers and provides pet care information. || James has two dogs named Max and Daisy.
q01167,What are the names of James's dogs?,1,other,2,semantic_neighbor,llm_01524,family,James has two shepherd dogs that are loyal.,llm_01442|llm_01443|llm_01444|llm_01482|llm_01483,event|family|plan,James and John plan to develop mobile applications together in the future. || James has two dogs named Max and Daisy. || James and John plan to build an app for dog walking and pet care that connects pet owners with reliable dog walkers and provides pet care information.
q01169,"How was John feeling on April 10, 2022?",2,other,377,gold_below_top20,llm_01116,event,John's favorite basketball game was when his team was down 10 in the 4th and he hit a buzzer-beater shot to win.,llm_01494,event,John visited a canyon two days ago to be alone with nature.
q01170,Did James have a girlfriend during April 2022?,3,other,6,memory_type_mismatch,llm_01644,plan,James and John plan to meet at McGee's Pub tomorrow (27 August 2022).,llm_01493,emotion,"James created a game character inspired by a woman he saw during a walk with his dogs two weeks ago, and he felt love at first sight but didn't approach her."
q01171,When did James visit Italy?,2,temporal,2,temporal_neighbor,llm_01497,event,"James has visited Italy, Turkey, and Mexico.",llm_01496,event,James visited Italy last year and enjoyed its beauty and food.
q01177,Was James feeling lonely before meeting Samantha?,3,other,33,gold_below_top20,llm_01716,relationship,James and Samantha have decided to move in together.,llm_01525,preference,"James finds happiness in pets, computer games, travel, and pizza."
q01180,Who or which organizations have been the beneficiaries of John's charity tournaments?,1,other,5,memory_type_mismatch,llm_00621,plan,John is considering joining local organizations or volunteering programs to make a difference.,llm_01531|llm_01532|llm_01713|llm_01714,event,"John's CS:GO tournament raised money for a dog shelter near his street. || John and his friends used leftover charity money to buy groceries and cook food for the homeless. || John organized a gaming tournament with his buddies last night, playing Fortnite, Overwatch, and Apex Legends, to raise money for a children's hospital."
q01181,When will John start his new job?,2,temporal,2,temporal_neighbor,llm_01606,work,John is happy about his decision to leave his IT job and loves his new job.,llm_01553,work,John got his dream job and is starting next month.
q01182,What kind of games has James tried to develop?,1,other,17,semantic_neighbor,llm_01456,hobby,James has been exploring different styles of gaming recently.,llm_01438|llm_01698,event|hobby,James is currently enjoying playing The Witcher 3. || James released his first game for the gaming community recently.
q01185,What kind of classes has James joined?,1,other,4,other,llm_01456,hobby,James has been exploring different styles of gaming recently.,llm_01554|llm_01555|llm_01663|llm_01665,education|event|hobby|work,"James recently started a course combining gaming and programming. || James is working on a football simulator project, specifically collecting player databases. || James signed up for a cooking class two days ago."
q01191,Did John and James study together?,3,career_education,8,memory_type_mismatch,llm_01499,plan,James and John plan to travel together next year.,llm_01595,relationship,John and James were friends in elementary school and were into skateboarding at age 10.
q01193,What additional country did James visit during his trip to Canada?,3,other,2,memory_type_mismatch,llm_01589,plan,James plans to visit Vancouver in addition to Toronto.,llm_01599,event,"James recently traveled to Nuuk, adding another country to his bucket list."
q01199,When did James meet Samantha?,2,temporal,148,gold_below_top20,llm_01716,relationship,James and Samantha have decided to move in together.,llm_01620,event,James took his three dogs to a beach outing yesterday to bond with other dog keepers.
q01202,Why didn't John want to go to Starbucks?,3,causal_emotion,345,gold_below_top20,llm_01682,emotion,John kept his mobile game development a secret because he would have been upset if it didn't work out.,llm_01643,plan,John has a day off tomorrow (27 August 2022).
q01209,Which new games did John start play during the course of the conversation with James?,1,activity,5,memory_type_mismatch,llm_00903,work,John faced a challenge fitting into the new team's style of play during pre-season.,llm_01486|llm_01618|llm_01724|llm_01666|llm_01515,hobby,"John is currently playing a new RPG set in a futuristic dystopia. || John is currently playing 'The Witcher 3' and is hooked on its storytelling and characters. || John is currently playing FIFA 23, a football game with online multiplayer."
q01211,How long did it take for James to complete his Witcher-inspired game?,2,temporal,4,memory_type_mismatch,llm_01699,preference,James was inspired by The Witcher 3 to create his own game.,llm_01491|llm_01698,event,John met three new friends in his programming course last Tuesday. || James released his first game for the gaming community recently.
q01212,What kind of programming-related events has John hosted?,1,other,4,memory_type_mismatch,llm_01638,family,John has younger siblings who joined a programming course.,llm_01701|llm_01704,event,John organized an online comp with his programmer friends last week. || John organized a programming seminar last week that went well and taught him new programming techniques.
q01213,When did John and his programming friends host an online programming competition?,2,temporal,2,temporal_neighbor,llm_01622,event,John joined an online programming group last Friday.,llm_01701,event,John organized an online comp with his programmer friends last week.
q01216,When did James try Cyberpunk 2077 game?,2,temporal,2,memory_type_mismatch,llm_01697,plan,James is excited to play Cyberpunk 2077 after John's recommendation.,llm_01710,preference,James tried Cyberpunk 2077 yesterday and finds it great and addictive.
q01217,When did John and his gaming friends organize the charity tournament?,2,temporal,3,memory_type_mismatch,llm_01533,plan,John wants to organize more charity gaming events in the future.,llm_01713|llm_01714,event,"John organized a gaming tournament with his buddies last night, playing Fortnite, Overwatch, and Apex Legends, to raise money for a children's hospital. || John and his gaming pals raised a decent amount of money for a children's hospital during the gaming tournament."
q01225,What programming languages has James worked with?,4,other,2,memory_type_mismatch,llm_01492,event,"James worked on a programming project with a gaming pal last Thursday, creating a virtual world inspired by Witcher 3.",llm_01441,work,"James has programming experience in Python and C++, and has built a website and created game mods."
q01230,"What instrument is John learning to play as of 27 March, 2022?",4,activity,3,memory_type_mismatch,llm_01643,plan,John has a day off tomorrow (27 August 2022).,llm_01465|llm_01464,hobby,James is learning an instrument and started a few days ago. || John plays drums and has been playing for a month.
q01233,What game was James playing in the online gaming tournament in April 2022?,4,activity,20,memory_type_mismatch,llm_01583,event,James won an online gaming tournament last week.,llm_01480,hobby,"James's favorite game is Apex Legends, which he plays with his team."
q01235,What advice did James receive from the famous players he met at the tournament?,4,location,6,memory_type_mismatch,llm_01476,event,James met the whole team at the tournament and received autographs from them.,llm_01478,preference,James remembers the advice to communicate correctly with the team and never put ego above team success.
q01236,What did James adopt in April 2022?,4,other,13,memory_type_mismatch,llm_01644,plan,James and John plan to meet at McGee's Pub tomorrow (27 August 2022).,llm_01482|llm_01483,event|family,James adopted a puppy from a shelter in Stamford last week and named it Ned. || James has a dog named Ned.
q01237,What is the name of the pup that was adopted by James?,4,other,12,semantic_neighbor,llm_01636,family,James has a dog named Ned that he adopted.,llm_01482|llm_01483,event|family,James adopted a puppy from a shelter in Stamford last week and named it Ned. || James has a dog named Ned.
q01239,What inspired James to create the game character in the virtual world?,4,other,4,memory_type_mismatch,llm_01699,preference,James was inspired by The Witcher 3 to create his own game.,llm_01493,emotion,"James created a game character inspired by a woman he saw during a walk with his dogs two weeks ago, and he felt love at first sight but didn't approach her."
q01240,Which country did James visit in 2021?,4,other,4,memory_type_mismatch,llm_01589,plan,James plans to visit Vancouver in addition to Toronto.,llm_01496,event,James visited Italy last year and enjoyed its beauty and food.
q01242,What kind of assignment was giving John a hard time at work?,4,temporal,6,temporal_neighbor,llm_00529,work,John tries to organize his time to balance work and family.,llm_01502|llm_01503|llm_01504,emotion|work,John is currently very busy with work and has many deadlines. || John is working on a difficult coding project involving an algorithm and is stuck. || John hates being stuck and not making progress on his work.
q01243,"What breed is Daisy, one of James' dogs?",4,other,4,semantic_neighbor,llm_01443,family,James has two dogs named Max and Daisy.,llm_01523,family,Daisy: James has a Labrador named Daisy who loves toys and eating.
